P1,P2,P3,Fx,Fy,Fz,thetaX,thetaY,d,X,Y,Z
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.017318545,0.117592774,0.00654108,0.024951587,0.004993187,0.181985651
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.018604556,0.102220275,0.006354631,0.02110565,0.00531058,0.182968959
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.019947201,0.08774129,0.006167824,0.017745564,0.00556529,0.183715961
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.021339312,0.07436284,0.00603667,0.014909275,0.00575345,0.184277564
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.023318563,0.061850905,0.005957424,0.012535256,0.005885959,0.184703538
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.025186144,0.05105415,0.005892352,0.010549602,0.005975098,0.185031297
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.026578829,0.042047177,0.005837701,0.008885438,0.006031359,0.185287479
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.027566109,0.034724496,0.005801805,0.007486372,0.006063048,0.185490845
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.028359368,0.028606057,0.005781265,0.00630601,0.006076572,0.185654655
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.02858645,0.02383882,0.005781989,0.005306547,0.006076827,0.185788357
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.028642332,0.019885883,0.005782421,0.004457276,0.006067545,0.18589877
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.028512897,0.01652323,0.005783139,0.003733235,0.006051571,0.185990878
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.028360846,0.013594526,0.005783473,0.003114089,0.00603107,0.186068381
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.028212154,0.011083236,0.005782858,0.002583196,0.006007686,0.18613407
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.028068643,0.008924467,0.005781636,0.002126878,0.005982662,0.186190082
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.027928581,0.007062052,0.005779626,0.001733831,0.005956931,0.186238079
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.027790312,0.005449376,0.005776643,0.001394663,0.005931185,0.186279376
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.02766091,0.004055073,0.005773708,0.001101529,0.00590593,0.186315025
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.027540492,0.002847948,0.00577088,0.00084784,0.005881526,0.186345879
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.027428987,0.001801659,0.005768194,0.000628041,0.005858219,0.186372641
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.02732618,0.000893899,0.005765673,0.000437422,0.005836172,0.186395891
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.027231758,0.000105708,0.005763325,0.000271979,0.005815477,0.186416119
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.027145326,-0.000579126,0.005761152,0.000128292,0.005796179,0.186433734
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.027066458,-0.001174479,0.005759154,3.43E-06,0.005778281,0.186449086
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.026994677,-0.001692263,0.005757321,-0.000105117,0.005761761,0.186462475
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.026929524,-0.002142751,0.005755649,-0.000199518,0.005746576,0.186474156
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.026870502,-0.002534791,0.005754127,-0.000281639,0.005732668,0.18648435
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.026817152,-0.002876054,0.005752746,-0.000353095,0.005719971,0.186493249
16411.36213,10504.83897,17990.71678,5.454545454,13.03030303,3.636363636,-0.026769018,-0.003173161,0.005751495,-0.00041528,0.005708411,0.186501018
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,-0.026729785,-0.003428455,0.005750344,-0.000469405,0.005697914,0.186507801
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,-0.019761812,-0.006201471,0.00471136,-0.001754928,0.002978323,0.184523484
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,-0.010691948,-0.00729937,0.003622832,-0.002932177,0.000304246,0.182803748
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,-0.004301871,-0.002233015,0.002618516,-0.003863639,-0.001952783,0.181336019
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,-0.001762995,0.002968558,0.001886604,-0.004568742,-0.003776848,0.180092031
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,-0.00169668,0.005587672,0.001516891,-0.005092901,-0.005228522,0.179045503
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,-0.001773825,0.006156008,0.001283054,-0.005479082,-0.006378351,0.178170224
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,-0.001455731,0.005960056,0.001087076,-0.005762087,-0.007289473,0.177441067
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,-0.001124522,0.005669034,0.000925159,-0.005968635,-0.008013925,0.176835048
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,-0.000864379,0.005232439,0.000799958,-0.006118787,-0.008593084,0.176331876
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,-0.000560144,0.004829695,0.00070292,-0.006227463,-0.009059279,0.175914076
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,-0.000187425,0.004522172,0.000623692,-0.006305712,-0.009437546,0.175566852
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.000131642,0.004270061,0.000558819,-0.006361706,-0.009747195,0.175277826
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.000428689,0.004047125,0.000507199,-0.006401488,-0.0100031,0.175036722
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.000679506,0.003865481,0.000464241,-0.006429521,-0.010216723,0.174835062
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.0008921,0.003716857,0.000428294,-0.006449102,-0.010396904,0.174665872
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.001073052,0.003594671,0.000398038,-0.006462657,-0.010550477,0.174523434
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.001227749,0.003493693,0.000372413,-0.006471971,-0.010682733,0.174403064
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.001360598,0.003409761,0.000350573,-0.006478347,-0.010797782,0.174300932
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.001478878,0.003338615,0.00033173,-0.00648273,-0.010898825,0.174213903
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.001594023,0.003278707,0.000315393,-0.006485801,-0.01098836,0.174139412
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.00169404,0.003228047,0.000301209,-0.006488046,-0.011068348,0.17407536
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.001781359,0.003184913,0.000288819,-0.006489802,-0.011140334,0.174020026
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.001857973,0.003147929,0.000277929,-0.006491302,-0.011205538,0.173972
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.001925516,0.003116003,0.000268301,-0.006492699,-0.011264934,0.173930121
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.001985223,0.003088188,0.000259723,-0.006494091,-0.011319301,0.173893434
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.002037903,0.003063659,0.000251989,-0.006495536,-0.011369268,0.173861152
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.002084944,0.003042039,0.000245045,-0.006497063,-0.011415348,0.173832622
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.002127127,0.003022873,0.000238783,-0.006498682,-0.011457963,0.173807304
-18311.73831,-9826.374716,12179.29919,9.393939393,3.636363636,24.54545455,0.002165075,0.003005779,0.000233113,-0.006500389,-0.011497463,0.173784748
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,0.002199334,0.002990459,0.000227964,-0.006502175,-0.011534143,0.173764579
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,0.002414582,0.007537016,0.000720595,-0.002563724,-0.008499636,0.175035476
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,0.004564156,0.013411378,0.001197592,0.00145555,-0.005449357,0.175971925
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,0.004990721,0.025171425,0.001714043,0.005046572,-0.002844241,0.176585991
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,0.000633533,0.043306276,0.002355276,0.008144609,-0.000728049,0.176972336
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.004132293,0.057454757,0.002818272,0.010784177,0.000950907,0.177209552
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.008811611,0.06898235,0.003194201,0.013022993,0.002263709,0.177352729
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.012353464,0.078166515,0.003499062,0.014920295,0.003279214,0.177438139
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.015244568,0.085731536,0.00376543,0.016529943,0.004057603,0.17748883
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.017344633,0.09221116,0.004021871,0.01789851,0.004649058,0.177519073
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.018850356,0.09763602,0.004232506,0.019065275,0.005094335,0.17753751
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.019986857,0.10212329,0.004406097,0.02006295,0.005426018,0.17754926
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.020783093,0.10589726,0.004549495,0.020918615,0.005669893,0.177557276
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.021214038,0.10881239,0.004659126,0.021654645,0.005846234,0.177563212
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.021477561,0.11132308,0.004751365,0.022289543,0.005970905,0.177567959
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.021642657,0.11350149,0.004830984,0.022838644,0.006056282,0.177571967
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.021745522,0.11530943,0.004898776,0.023314693,0.006111989,0.177575446
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.021777894,0.11687166,0.004957001,0.023728328,0.00614549,0.177578482
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.02175975,0.11822477,0.005007133,0.024088461,0.006162558,0.177581101
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.021695597,0.11940557,0.005051383,0.024402586,0.00616764,0.177583308
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.02159484,0.12044088,0.005090964,0.024677037,0.006164151,0.177585104
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.021478083,0.1213231,0.005124351,0.024917181,0.006154697,0.177586496
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.021343896,0.12208605,0.005153139,0.025127588,0.006141258,0.177587499
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.021209266,0.12275319,0.005178167,0.025312162,0.006125322,0.177588135
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.021077394,0.123337336,0.005199945,0.025474247,0.006107999,0.177588433
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.020950507,0.12384944,0.005218912,0.025616721,0.006090106,0.177588428
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.020830069,0.12429883,0.005235441,0.025742061,0.006072234,0.177588155
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.020716969,0.12469362,0.005249853,0.025852414,0.006054799,0.177587653
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.020611662,0.12504074,0.005262428,0.025949636,0.006038085,0.177586956
3159.672653,20412.2441,-12016.88903,8.484848484,24.54545455,23.63636364,-0.020514315,0.12534615,0.005273404,0.02603534,0.006022277,0.177586102
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,-0.020424843,0.12561512,0.005282989,0.026110933,0.006007485,0.177585121
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,-0.01634051,0.12482314,0.005322474,0.026119454,0.004897526,0.177813211
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,-0.012254355,0.123962976,0.005357526,0.02614695,0.00380646,0.177999961
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,-0.008624858,0.12326809,0.005379572,0.026189328,0.00286678,0.178145901
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,-0.005560236,0.12274756,0.0053972,0.026241895,0.00207877,0.178260137
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,-0.002990535,0.1223644,0.005411921,0.026301314,0.001420761,0.178350148
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,-0.000824043,0.12208356,0.005423395,0.026364976,0.000870499,0.178421541
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.000997455,0.121892884,0.00543396,0.026430756,0.000408992,0.178478492
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.002533912,0.12177183,0.005443764,0.026496947,2.07E-05,0.17852414
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.003834087,0.1217038,0.005452883,0.026562209,-0.000307088,0.178560868
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.004937645,0.12167559,0.005461356,0.026625528,-0.000584583,0.178590509
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.005876984,0.12167673,0.005469208,0.026686172,-0.000820187,0.178614485
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.006678663,0.12169899,0.005476458,0.02674364,-0.001020757,0.17863391
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.007364526,0.12173599,0.005483128,0.026797621,-0.001191926,0.178649664
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.007952645,0.12178281,0.005489238,0.026847952,-0.001338343,0.178662446
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.008457999,0.12183566,0.005494813,0.026894587,-0.001463856,0.178672817
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.008893081,0.12189171,0.005499885,0.026937567,-0.001571664,0.178681225
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.009268324,0.12194885,0.005504482,0.026976997,-0.001664435,0.178688034
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.009592493,0.12200553,0.005508635,0.027013025,-0.001744404,0.17869354
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.009872953,0.12206067,0.005512379,0.027045832,-0.001813447,0.178697983
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.010115952,0.122113496,0.005515744,0.027075614,-0.001873144,0.178701556
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.010326753,0.12216353,0.005518763,0.027102579,-0.00192483,0.178704421
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.010509835,0.122210465,0.005521465,0.027126936,-0.001969635,0.178706708
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.010669022,0.12225415,0.00552388,0.027148892,-0.002008522,0.178708524
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.010807573,0.12229459,0.005526035,0.027168646,-0.002042307,0.178709956
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.010928259,0.12233179,0.005527954,0.027186389,-0.002071689,0.178711077
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.011033476,0.12236586,0.00552966,0.027202304,-0.002097264,0.178711945
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.011125284,0.122397,0.005531178,0.027216559,-0.002119544,0.178712609
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.011205445,0.1224253,0.005532524,0.027229312,-0.002138969,0.178713109
-2950.722574,23250.00095,-3897.299335,14.84848485,23.03030303,18.78787879,0.011275477,0.12245097,0.005533719,0.02724071,-0.002155916,0.178713477
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,0.011336693,0.12247419,0.005534777,0.027250885,-0.002170711,0.178713739
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,0.000161005,0.10658761,0.005061843,0.022265648,0.000349499,0.179188168
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.010429747,0.08843511,0.004532842,0.017245664,0.00287772,0.179478545
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.02082611,0.06859658,0.004120891,0.012894276,0.00505537,0.17953543
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.028483845,0.051129736,0.003895852,0.009295932,0.006848793,0.179435735
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.035428986,0.03484459,0.003768964,0.006381681,0.008301117,0.179253617
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.040675357,0.022018136,0.003646642,0.004045561,0.009469808,0.179040367
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.045064252,0.011843083,0.003532672,0.002181752,0.010408702,0.178826816
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.048184,0.0040847,0.003442578,0.000697001,0.011163447,0.178629397
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.05015684,-0.001822465,0.003392274,-0.00048635,0.011771247,0.17845542
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.051838722,-0.006299763,0.003375344,-0.001431077,0.012261914,0.178306838
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.0529078,-0.009173333,0.003376222,-0.002187121,0.012659159,0.178182687
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.053686347,-0.011415864,0.003378443,-0.002793882,0.012981793,0.178080587
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.05425763,-0.013270459,0.003379026,-0.003282331,0.013244735,0.177997625
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.054584228,-0.014637682,0.003380669,-0.003676793,0.013459821,0.177930835
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.054871403,-0.01569241,0.003386912,-0.003996392,0.013636456,0.177877456
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.055112794,-0.01655218,0.003392553,-0.004256185,0.013782124,0.177835041
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.055316895,-0.017255723,0.003397723,-0.004468059,0.01390279,0.17780149
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.055490512,-0.017833594,0.003402493,-0.004641425,0.014003215,0.17777504
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.05563909,-0.018309996,0.003406898,-0.00478375,0.014087206,0.177754236
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.055766992,-0.018704183,0.00341096,-0.004900978,0.014157811,0.177737892
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.055877753,-0.019031528,0.003414694,-0.004997855,0.014217479,0.177725049
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.05597423,-0.01930432,0.00341811,-0.005078181,0.014268175,0.177714943
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.056058723,-0.01953245,0.003421222,-0.005145003,0.014311484,0.177706964
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.056133118,-0.019723896,0.003424043,-0.005200778,0.014348684,0.177700632
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.056198955,-0.0198851,0.003426591,-0.005247487,0.014380809,0.177695571
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.056257475,-0.020021297,0.00342888,-0.005286732,0.014408698,0.177691486
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.056309734,-0.020136751,0.00343093,-0.005319815,0.014433033,0.177688149
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.056356575,-0.020234939,0.003432759,-0.005347795,0.014454372,0.177685386
9057.33466,-13842.83404,11065.05739,16.96969697,23.63636364,8.181818181,-0.05639871,-0.020318698,0.003434385,-0.005371536,0.014473169,0.177683061
0,0,0,0,0,0,-0.05643673,-0.020390373,0.003435826,-0.005391744,0.0144898,0.177681071
0,0,0,0,0,0,-0.05647113,-0.020451903,0.0034371,-0.005408999,0.014504574,0.17767934
0,0,0,0,0,0,-0.056502335,-0.020504862,0.003438222,-0.005423779,0.014517747,0.177677809
0,0,0,0,0,0,-0.05653071,-0.020550601,0.00343921,-0.005436476,0.014529532,0.177676433
0,0,0,0,0,0,-0.056556545,-0.020590186,0.003440076,-0.005447416,0.014540108,0.177675181
0,0,0,0,0,0,-0.05658011,-0.020624548,0.003440835,-0.00545687,0.014549625,0.177674029
0,0,0,0,0,0,-0.05660163,-0.020654455,0.003441498,-0.005465061,0.01455821,0.177672959
0,0,0,0,0,0,-0.056621317,-0.02068055,0.003442078,-0.005472177,0.014565972,0.177671958
0,0,0,0,0,0,-0.05663933,-0.02070336,0.003442582,-0.005478375,0.014573002,0.177671017
0,0,0,0,0,0,-0.05665583,-0.02072335,0.003443022,-0.005483787,0.014579381,0.17767013
0,0,0,0,0,0,-0.056670956,-0.020740919,0.003443404,-0.005488524,0.014585178,0.177669291
0,0,0,0,0,0,-0.05668483,-0.020756375,0.003443735,-0.005492679,0.014590451,0.177668498
0,0,0,0,0,0,-0.056697544,-0.020770013,0.003444023,-0.005496332,0.014595255,0.177667747
0,0,0,0,0,0,-0.056709222,-0.02078205,0.003444272,-0.00549955,0.014599634,0.177667036
0,0,0,0,0,0,-0.056719936,-0.020792715,0.003444488,-0.005502389,0.01460363,0.177666364
0,0,0,0,0,0,-0.056729782,-0.020802166,0.003444675,-0.0055049,0.014607279,0.17766573
0,0,0,0,0,0,-0.056738812,-0.020810563,0.003444837,-0.005507124,0.014610612,0.177665131
0,0,0,0,0,0,-0.05674711,-0.020818025,0.003444976,-0.005509098,0.014613659,0.177664567
0,0,0,0,0,0,-0.056754734,-0.020824675,0.003445098,-0.005510851,0.014616446,0.177664036
0,0,0,0,0,0,-0.056761723,-0.020830605,0.003445202,-0.005512411,0.014618994,0.177663538
0,0,0,0,0,0,-0.05676815,-0.020835914,0.003445292,-0.005513802,0.014621327,0.177663071
0,0,0,0,0,0,-0.05677405,-0.020840641,0.00344537,-0.005515042,0.014623461,0.177662633
0,0,0,0,0,0,-0.05677947,-0.02084488,0.003445438,-0.005516151,0.014625415,0.177662224
0,0,0,0,0,0,-0.056784444,-0.020848677,0.003445496,-0.005517142,0.014627204,0.177661842
0,0,0,0,0,0,-0.056789014,-0.020852093,0.003445546,-0.005518029,0.014628843,0.177661486
0,0,0,0,0,0,-0.0567932,-0.020855151,0.00344559,-0.005518825,0.014630343,0.177661154
0,0,0,0,0,0,-0.056797054,-0.0208579,0.003445627,-0.005519538,0.014631717,0.177660846
0,0,0,0,0,0,-0.056800585,-0.02086037,0.00344566,-0.005520179,0.014632975,0.177660559
0,0,0,0,0,0,-0.05680383,-0.020862605,0.003445688,-0.005520754,0.014634128,0.177660293
0,0,0,0,0,0,-0.056806803,-0.020864606,0.003445713,-0.005521272,0.014635184,0.177660046
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.056809537,-0.02086642,0.003445734,-0.005521738,0.014636151,0.177659818
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.051994104,-0.021785691,0.003577055,-0.005860258,0.013149217,0.178373159
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.046809338,-0.022564165,0.003652345,-0.006207751,0.011636482,0.17898125
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.042180132,-0.022774562,0.003691398,-0.006512939,0.010306004,0.179478158
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.03851094,-0.02291818,0.003711039,-0.006774267,0.009171535,0.179884166
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.03535525,-0.023020394,0.003716466,-0.006998879,0.008210151,0.180217552
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.032553334,-0.023002319,0.003712091,-0.007193859,0.007395084,0.180492798
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.030180097,-0.02292163,0.003706679,-0.007364774,0.00670248,0.180721182
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.028139394,-0.022806332,0.003696504,-0.007515781,0.006112312,0.18091152
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.02650077,-0.022713553,0.00368245,-0.007649975,0.005608021,0.181070757
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.025144776,-0.022643115,0.003668329,-0.0077697,0.005175957,0.181204421
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.02406429,-0.0224539,0.003654749,-0.007876777,0.004804848,0.181316945
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.023171963,-0.022220735,0.003641442,-0.007972662,0.004485362,0.181411914
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.022386685,-0.02200611,0.003628871,-0.008058558,0.004209743,0.181492245
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.021771869,-0.021764476,0.003613861,-0.008135489,0.003971521,0.181560329
6281.307697,-3124.841461,20337.34405,12.72727273,18.48484849,11.81818182,-0.021265663,-0.021500446,0.003596779,-0.008204342,0.003765274,0.181618135
