stretch,stress
1.302,367.1761592
1.303333333,367.1761592
1.304666667,367.1761592
1.305333333,367.1761592
1.306,375.7151396
1.308,375.7151396
1.308666667,375.7151396
1.309333333,375.7151396
1.311333333,375.7151396
1.312,375.7151396
1.314,375.7151396
1.314666667,375.7151396
1.316,384.2541201
1.317333333,384.2541201
1.318,384.2541201
1.318666667,384.2541201
1.320666667,384.2541201
1.321333333,392.7931005
1.323333333,392.7931005
1.324,392.7931005
1.325333333,392.7931005
1.326666667,392.7931005
1.327333333,392.7931005
1.328,392.7931005
1.33,392.7931005
1.330666667,401.3320809
1.331333333,401.3320809
1.333333333,401.3320809
1.334,401.3320809
1.336,401.3320809
1.336666667,401.3320809
1.338,409.8710614
1.339333333,409.8710614
1.340666667,409.8710614
1.342,409.8710614
1.342666667,409.8710614
1.344,409.8710614
1.345333333,409.8710614
1.346,409.8710614
1.347333333,418.4100418
1.348666667,418.4100418
1.35,418.4100418
1.351333333,418.4100418
1.352,418.4100418
1.353333333,418.4100418
1.355333333,426.9490223
1.356,426.9490223
1.356666667,426.9490223
1.358666667,426.9490223
1.359333333,426.9490223
1.360666667,426.9490223
1.361333333,426.9490223
1.362666667,426.9490223
1.364,435.4880027
1.364666667,435.4880027
1.366,435.4880027
1.367333333,435.4880027
1.368666667,435.4880027
1.369333333,435.4880027
1.370666667,444.0269832
1.372,444.0269832
1.373333333,444.0269832
1.374,444.0269832
1.375333333,444.0269832
1.376666667,444.0269832
1.378,444.0269832
1.378666667,444.0269832
1.380666667,444.0269832
1.381333333,444.0269832
1.382666667,444.0269832
1.383333333,444.0269832
1.384666667,444.0269832
1.386,444.0269832
1.387333333,452.5659636
1.388,452.5659636
1.39,452.5659636
1.390666667,452.5659636
1.392,452.5659636
1.392666667,452.5659636
1.394,452.5659636
1.395333333,461.1049441
1.396,461.1049441
1.397333333,461.1049441
1.399333333,461.1049441
1.4,461.1049441
1.402,461.1049441
1.402666667,461.1049441
1.404666667,461.1049441
1.405333333,469.6439245
1.406666667,469.6439245
1.408666667,469.6439245
1.409333333,469.6439245
1.41,469.6439245
1.412,469.6439245
1.412666667,469.6439245
1.414666667,478.182905
1.415333333,478.182905
1.416,478.182905
1.418,478.182905
1.419333333,478.182905
1.420666667,478.182905
1.421333333,478.182905
1.422666667,478.182905
1.424,478.182905
1.425333333,478.182905
1.426666667,478.182905
1.427333333,478.182905
1.428666667,478.182905
1.43,478.182905
1.430666667,486.7218854
1.432,486.7218854
1.433333333,486.7218854
1.434666667,486.7218854
1.436,486.7218854
1.437333333,486.7218854
1.438,486.7218854
1.44,495.2608659
1.440666667,495.2608659
1.441333333,495.2608659
1.443333333,495.2608659
1.444,495.2608659
1.446,495.2608659
1.446666667,495.2608659
1.447333333,495.2608659
1.449333333,503.7998463
1.45,503.7998463
1.452,503.7998463
1.452666667,503.7998463
1.454,503.7998463
1.455333333,512.3388267
1.456,512.3388267
1.458,512.3388267
1.458666667,512.3388267
1.46,512.3388267
1.461333333,512.3388267
1.462666667,512.3388267
1.463333333,512.3388267
1.465333333,512.3388267
1.466,520.8778072
1.467333333,520.8778072
1.468666667,520.8778072
1.469333333,520.8778072
1.471333333,520.8778072
1.472,520.8778072
1.472666667,520.8778072
1.474666667,529.4167876
1.475333333,529.4167876
1.477333333,529.4167876
1.478,529.4167876
1.478666667,529.4167876
1.480666667,529.4167876
1.481333333,537.9557681
1.482,537.9557681
1.484,537.9557681
1.484666667,537.9557681
1.486666667,537.9557681
1.487333333,537.9557681
1.488,537.9557681
1.49,537.9557681
1.490666667,546.4947485
1.491333333,546.4947485
1.493333333,546.4947485
1.494,546.4947485
1.494666667,546.4947485
1.496666667,546.4947485
1.497333333,546.4947485
1.498666667,546.4947485
1.499333333,546.4947485
1.500666667,555.033729
1.502666667,555.033729
1.503333333,555.033729
1.504,555.033729
1.506,555.033729
1.506666667,555.033729
1.507333333,555.033729
1.508666667,563.5727094
1.51,563.5727094
1.512,563.5727094
1.512666667,563.5727094
1.513333333,563.5727094
1.515333333,563.5727094
1.516,563.5727094
1.516666667,563.5727094
1.518666667,563.5727094
1.519333333,572.1116899
1.521333333,572.1116899
1.522,572.1116899
1.524,572.1116899
1.524666667,572.1116899
1.526,572.1116899
1.527333333,580.6506703
1.528666667,580.6506703
1.53,580.6506703
1.530666667,580.6506703
1.532,580.6506703
1.533333333,580.6506703
1.534,580.6506703
1.535333333,580.6506703
1.536666667,580.6506703
1.538,589.1896508
1.538666667,589.1896508
1.54,589.1896508
1.541333333,589.1896508
1.542666667,589.1896508
1.543333333,589.1896508
1.544666667,589.1896508
1.546,597.7286312
1.546666667,597.7286312
1.548,597.7286312
1.549333333,597.7286312
1.550666667,597.7286312
1.552,597.7286312
1.552666667,597.7286312
1.554,597.7286312
1.555333333,597.7286312
1.556,597.7286312
1.557333333,606.2676116
1.558666667,606.2676116
1.559333333,606.2676116
1.56,606.2676116
1.562,606.2676116
1.562666667,606.2676116
1.563333333,606.2676116
1.565333333,606.2676116
1.566,614.8065921
1.566666667,614.8065921
1.568666667,614.8065921
1.569333333,614.8065921
1.57,614.8065921
1.572,614.8065921
1.572666667,614.8065921
1.574,614.8065921
1.575333333,614.8065921
1.576,623.3455725
1.578,623.3455725
1.578666667,623.3455725
1.579333333,623.3455725
1.581333333,623.3455725
1.582,623.3455725
1.584,623.3455725
1.584666667,631.884553
1.585333333,631.884553
1.587333333,631.884553
1.588666667,631.884553
1.59,631.884553
1.590666667,631.884553
1.592,631.884553
1.593333333,640.4235334
1.594,640.4235334
1.594666667,640.4235334
1.596666667,640.4235334
1.597333333,640.4235334
1.599333333,640.4235334
1.6,640.4235334
1.601333333,640.4235334
1.602666667,640.4235334
1.603333333,648.9625139
1.604,648.9625139
1.606,648.9625139
1.606666667,648.9625139
1.607333333,648.9625139
1.609333333,648.9625139
1.61,648.9625139
1.612,648.9625139
1.612666667,657.5014943
1.613333333,657.5014943
1.615333333,657.5014943
1.616,657.5014943
1.616666667,657.5014943
1.618666667,657.5014943
1.619333333,657.5014943
1.62,657.5014943
1.622,657.5014943
1.622666667,657.5014943
1.624666667,666.0404748
1.625333333,666.0404748
1.626,666.0404748
1.628,666.0404748
1.628666667,666.0404748
1.629333333,666.0404748
1.631333333,666.0404748
1.632,674.5794552
1.632666667,674.5794552
1.634666667,674.5794552
1.635333333,674.5794552
1.636666667,674.5794552
1.638,674.5794552
1.638666667,674.5794552
1.640666667,674.5794552
1.641333333,674.5794552
1.642,674.5794552
1.644,674.5794552
1.644666667,683.1184357
1.646666667,683.1184357
1.647333333,683.1184357
1.649333333,683.1184357
1.65,683.1184357
1.651333333,683.1184357
1.652666667,683.1184357
1.653333333,691.6574161
1.654666667,691.6574161
1.656,691.6574161
1.657333333,691.6574161
1.658666667,691.6574161
1.659333333,691.6574161
1.660666667,691.6574161
1.662666667,691.6574161
1.663333333,691.6574161
1.664,700.1963966
1.666,700.1963966
1.666666667,700.1963966
1.668,700.1963966
1.669333333,700.1963966
1.67,700.1963966
1.672,700.1963966
1.672666667,700.1963966
1.673333333,708.735377
1.675333333,708.735377
1.676,708.735377
1.678,708.735377
1.678666667,708.735377
1.679333333,708.735377
1.681333333,708.735377
1.682,708.735377
1.682666667,708.735377
1.684666667,708.735377
1.685333333,717.2743574
1.686,717.2743574
1.687333333,717.2743574
1.688666667,717.2743574
1.69,717.2743574
1.691333333,717.2743574
1.692,717.2743574
1.693333333,717.2743574
1.694666667,717.2743574
1.695333333,725.8133379
1.696666667,725.8133379
1.698,725.8133379
1.699333333,725.8133379
1.7,725.8133379
1.700666667,725.8133379
1.702666667,725.8133379
1.703333333,725.8133379
1.704666667,725.8133379
1.706,725.8133379
1.706666667,734.3523183
1.708,734.3523183
1.709333333,734.3523183
1.710666667,734.3523183
1.712,734.3523183
1.712666667,734.3523183
1.714,734.3523183
1.715333333,734.3523183
1.716,742.8912988
1.717333333,742.8912988
1.718666667,742.8912988
1.72,742.8912988
1.721333333,742.8912988
1.722,742.8912988
1.723333333,742.8912988
1.724666667,742.8912988
1.725333333,742.8912988
1.726666667,742.8912988
1.728,742.8912988
1.728666667,751.4302792
1.730666667,751.4302792
1.731333333,751.4302792
1.732666667,751.4302792
1.734,751.4302792
1.734666667,751.4302792
1.736,751.4302792
1.737333333,751.4302792
1.738,759.9692597
1.739333333,759.9692597
1.740666667,759.9692597
1.741333333,759.9692597
1.743333333,759.9692597
1.744,759.9692597
1.745333333,759.9692597
1.746666667,759.9692597
1.747333333,759.9692597
1.748666667,759.9692597
1.75,759.9692597
1.750666667,768.5082401
1.751333333,768.5082401
1.753333333,768.5082401
1.754,768.5082401
1.756,768.5082401
1.756666667,768.5082401
1.757333333,768.5082401
1.759333333,768.5082401
1.76,777.0472206
1.760666667,777.0472206
1.762666667,777.0472206
1.763333333,777.0472206
1.764,777.0472206
1.766,777.0472206
1.766666667,777.0472206
1.768666667,777.0472206
1.769333333,777.0472206
1.770666667,777.0472206
1.772,785.586201
1.772666667,785.586201
1.774666667,785.586201
1.775333333,785.586201
1.776,785.586201
1.778,785.586201
1.778666667,785.586201
1.78,785.586201
1.781333333,785.586201
1.782,794.1251815
1.784,794.1251815
1.784666667,794.1251815
1.786,794.1251815
1.787333333,794.1251815
1.788666667,794.1251815
1.789333333,794.1251815
1.791333333,794.1251815
1.792,794.1251815
1.792666667,794.1251815
1.794666667,802.6641619
1.795333333,802.6641619
1.797333333,802.6641619
1.798,802.6641619
1.8,802.6641619
1.800666667,802.6641619
1.802,802.6641619
1.803333333,802.6641619
1.804,811.2031423
1.804666667,811.2031423
1.806666667,811.2031423
1.807333333,811.2031423
1.808,811.2031423
1.81,811.2031423
1.810666667,811.2031423
1.812666667,811.2031423
1.813333333,811.2031423
1.814,811.2031423
1.816,811.2031423
1.816666667,819.7421228
1.817333333,819.7421228
1.819333333,819.7421228
1.82,819.7421228
1.820666667,819.7421228
1.822666667,819.7421228
1.823333333,819.7421228
1.825333333,819.7421228
1.826,828.2811032
1.826666667,828.2811032
1.828666667,828.2811032
1.829333333,828.2811032
1.83,828.2811032
1.832,828.2811032
1.833333333,828.2811032
1.834666667,828.2811032
1.835333333,828.2811032
1.836,828.2811032
1.838,828.2811032
1.838666667,828.2811032
1.840666667,836.8200837
1.841333333,836.8200837
1.842666667,836.8200837
1.844,836.8200837
1.844666667,836.8200837
1.846,836.8200837
1.847333333,836.8200837
1.848,836.8200837
1.848666667,845.3590641
1.850666667,845.3590641
1.851333333,845.3590641
1.852,845.3590641
1.854,845.3590641
1.854666667,845.3590641
1.856666667,845.3590641
1.857333333,845.3590641
1.858,845.3590641
1.86,845.3590641
1.860666667,845.3590641
1.861333333,845.3590641
1.863333333,845.3590641
1.864,853.8980446
1.864666667,853.8980446
1.866666667,853.8980446
1.867333333,853.8980446
1.869333333,853.8980446
1.87,853.8980446
1.870666667,853.8980446
1.872666667,862.437025
1.874,862.437025
1.875333333,862.437025
1.876,862.437025
1.877333333,862.437025
1.878666667,862.437025
1.88,862.437025
1.881333333,862.437025
1.882666667,870.9760055
1.883333333,870.9760055
1.885333333,870.9760055
1.886,870.9760055
1.886666667,870.9760055
1.888666667,870.9760055
1.889333333,870.9760055
1.891333333,870.9760055
1.892666667,870.9760055
1.894,870.9760055
1.894666667,870.9760055
1.896,879.5149859
1.897333333,879.5149859
1.898,879.5149859
1.9,879.5149859
1.900666667,879.5149859
1.902,879.5149859
1.903333333,879.5149859
1.904666667,879.5149859
1.905333333,888.0539664
1.907333333,888.0539664
1.908,888.0539664
1.908666667,888.0539664
1.910666667,888.0539664
1.911333333,888.0539664
1.913333333,888.0539664
1.914,888.0539664
1.916,888.0539664
1.916666667,888.0539664
1.918,896.5929468
1.919333333,896.5929468
1.92,896.5929468
1.922,896.5929468
1.922666667,896.5929468
1.924,896.5929468
1.926,896.5929468
1.926666667,896.5929468
1.927333333,896.5929468
1.929333333,905.1319272
1.93,905.1319272
1.932,905.1319272
1.932666667,905.1319272
1.934666667,905.1319272
1.935333333,905.1319272
1.936666667,905.1319272
1.938,905.1319272
1.939333333,905.1319272
1.94,905.1319272
1.942,905.1319272
1.942666667,913.6709077
1.944666667,913.6709077
1.946,913.6709077
1.947333333,913.6709077
1.948,913.6709077
1.949333333,913.6709077
1.951333333,913.6709077
1.952,913.6709077
1.953333333,922.2098881
1.954666667,922.2098881
1.955333333,922.2098881
1.957333333,922.2098881
1.958,922.2098881
1.958666667,922.2098881
1.960666667,922.2098881
1.962,922.2098881
1.963333333,922.2098881
1.964,922.2098881
1.964666667,922.2098881
1.966666667,922.2098881
1.967333333,930.7488686
1.968,930.7488686
1.97,930.7488686
1.970666667,930.7488686
1.972666667,930.7488686
1.973333333,930.7488686
1.974,930.7488686
1.976,930.7488686
1.976666667,939.287849
1.978666667,939.287849
1.979333333,939.287849
1.980666667,939.287849
1.982,939.287849
1.982666667,939.287849
1.983333333,939.287849
1.985333333,939.287849
1.986,939.287849
1.988,939.287849
1.988666667,939.287849
1.99,939.287849
1.991333333,947.8268295
1.992666667,947.8268295
1.993333333,947.8268295
1.994666667,947.8268295
1.996,947.8268295
1.997333333,947.8268295
1.998666667,947.8268295
1.999333333,947.8268295
2.001333333,947.8268295
2.002,956.3658099
2.002666667,956.3658099
2.004666667,956.3658099
2.005333333,956.3658099
2.007333333,956.3658099
2.008,956.3658099
2.01,956.3658099
2.010666667,956.3658099
2.012,956.3658099
2.013333333,956.3658099
2.014666667,956.3658099
2.015333333,956.3658099
2.016666667,964.9047904
2.018,964.9047904
2.019333333,964.9047904
2.020666667,964.9047904
2.021333333,964.9047904
2.023333333,964.9047904
2.024,964.9047904
2.024666667,964.9047904
2.026,973.4437708
2.027333333,973.4437708
2.028666667,973.4437708
2.03,973.4437708
2.030666667,973.4437708
2.032666667,973.4437708
2.033333333,973.4437708
2.034,973.4437708
2.036,973.4437708
2.036666667,973.4437708
2.038666667,973.4437708
2.039333333,973.4437708
2.04,981.9827513
2.042,981.9827513
2.042666667,981.9827513
2.043333333,981.9827513
2.045333333,981.9827513
2.046,981.9827513
2.048,981.9827513
2.048666667,981.9827513
2.049333333,981.9827513
2.051333333,990.5217317
2.052,990.5217317
2.054,990.5217317
2.054666667,990.5217317
2.056,990.5217317
2.057333333,990.5217317
2.058,990.5217317
2.06,990.5217317
2.060666667,990.5217317
2.062,990.5217317
2.063333333,990.5217317
2.064,999.0607122
2.065333333,999.0607122
2.066666667,999.0607122
2.068,999.0607122
2.069333333,999.0607122
2.070666667,999.0607122
2.071333333,999.0607122
2.073333333,999.0607122
2.074,999.0607122
2.076,1007.599693
2.076666667,1007.599693
2.078,1007.599693
2.079333333,1007.599693
2.080666667,1007.599693
2.082,1007.599693
2.083333333,1007.599693
2.084,1007.599693
2.086,1007.599693
2.087333333,1007.599693
2.088666667,1007.599693
2.089333333,1016.138673
2.091333333,1016.138673
2.092,1016.138673
2.093333333,1016.138673
2.095333333,1016.138673
2.096,1016.138673
2.096666667,1016.138673
2.098666667,1016.138673
2.099333333,1016.138673
2.1,1024.677653
2.101333333,1024.677653
2.102666667,1024.677653
2.104,1024.677653
2.105333333,1024.677653
2.106,1024.677653
2.108,1024.677653
2.108666667,1024.677653
2.109333333,1024.677653
2.110666667,1024.677653
2.112,1024.677653
2.113333333,1024.677653
2.114666667,1033.216634
2.115333333,1033.216634
2.117333333,1033.216634
2.118,1033.216634
2.12,1033.216634
2.120666667,1033.216634
2.121333333,1033.216634
2.123333333,1033.216634
2.124,1033.216634
2.124666667,1041.755614
2.126666667,1041.755614
2.127333333,1041.755614
2.129333333,1041.755614
2.13,1041.755614
2.131333333,1041.755614
2.132666667,1041.755614
2.133333333,1041.755614
2.135333333,1041.755614
2.136666667,1041.755614
2.137333333,1041.755614
2.139333333,1041.755614
2.140666667,1050.294595
2.142,1050.294595
2.142666667,1050.294595
2.144666667,1050.294595
2.145333333,1050.294595
2.146666667,1050.294595
2.148,1050.294595
2.148666667,1050.294595
2.15,1050.294595
2.151333333,1058.833575
2.152,1058.833575
2.154,1058.833575
2.154666667,1058.833575
2.156,1058.833575
2.157333333,1058.833575
2.158,1058.833575
2.159333333,1058.833575
2.160666667,1058.833575
2.162,1058.833575
2.162666667,1058.833575
2.164,1058.833575
2.165333333,1067.372556
2.166666667,1067.372556
2.168,1067.372556
2.168666667,1067.372556
2.170666667,1067.372556
2.171333333,1067.372556
2.172,1067.372556
2.174,1067.372556
2.174666667,1067.372556
2.176666667,1067.372556
2.177333333,1075.911536
2.178,1075.911536
2.18,1075.911536
2.180666667,1075.911536
2.181333333,1075.911536
2.183333333,1075.911536
2.184,1075.911536
2.186,1075.911536
2.186666667,1084.450517
2.187333333,1084.450517
2.189333333,1084.450517
2.19,1084.450517
2.192,1084.450517
2.192666667,1084.450517
2.194,1084.450517
2.195333333,1084.450517
2.196666667,1084.450517
2.198,1084.450517
2.199333333,1084.450517
2.2,1084.450517
2.202,1092.989497
2.202666667,1092.989497
2.204666667,1092.989497
2.205333333,1092.989497
2.207333333,1092.989497
2.208,1092.989497
2.209333333,1092.989497
2.210666667,1092.989497
2.211333333,1092.989497
2.212666667,1101.528477
2.214,1101.528477
2.215333333,1101.528477
2.216,1101.528477
2.218,1101.528477
2.218666667,1101.528477
2.220666667,1101.528477
2.221333333,1101.528477
2.223333333,1101.528477
2.224,1101.528477
2.225333333,1101.528477
2.226666667,1110.067458
2.227333333,1110.067458
2.229333333,1110.067458
2.23,1110.067458
2.231333333,1110.067458
2.232666667,1110.067458
2.233333333,1110.067458
2.234666667,1110.067458
2.236666667,1110.067458
2.237333333,1110.067458
2.238666667,1110.067458
2.24,1118.606438
2.240666667,1118.606438
2.242666667,1118.606438
2.243333333,1118.606438
2.244,1118.606438
2.246,1118.606438
2.246666667,1118.606438
2.248666667,1118.606438
2.249333333,1118.606438
2.25,1118.606438
2.252,1118.606438
2.252666667,1127.145419
2.254666667,1127.145419
2.255333333,1127.145419
2.256666667,1127.145419
2.258666667,1127.145419
2.259333333,1127.145419
2.260666667,1127.145419
2.262,1127.145419
2.262666667,1127.145419
2.264666667,1135.684399
2.265333333,1135.684399
2.266,1135.684399
2.268,1135.684399
2.269333333,1135.684399
2.270666667,1135.684399
2.271333333,1135.684399
2.273333333,1135.684399
2.274,1135.684399
2.275333333,1135.684399
2.276666667,1135.684399
2.277333333,1135.684399
2.278666667,1144.22338
2.28,1144.22338
2.281333333,1144.22338
2.282666667,1144.22338
2.283333333,1144.22338
2.284666667,1144.22338
2.286,1144.22338
2.286666667,1144.22338
2.288,1144.22338
2.289333333,1152.76236
2.290666667,1152.76236
2.292,1152.76236
2.292666667,1152.76236
2.294,1152.76236
2.295333333,1152.76236
2.296,1152.76236
2.297333333,1152.76236
2.298666667,1152.76236
2.299333333,1152.76236
2.300666667,1152.76236
2.302,1152.76236
2.303333333,1152.76236
2.304666667,1161.301341
2.306,1161.301341
2.306666667,1161.301341
2.308666667,1161.301341
2.309333333,1161.301341
2.31,1161.301341
2.312,1161.301341
2.312666667,1161.301341
2.314666667,1169.840321
2.315333333,1169.840321
2.316,1169.840321
2.318,1169.840321
2.319333333,1169.840321
2.320666667,1169.840321
2.322,1169.840321
2.323333333,1169.840321
2.324,1169.840321
2.325333333,1169.840321
2.327333333,1169.840321
2.328,1169.840321
2.33,1169.840321
2.330666667,1178.379302
2.332,1178.379302
2.333333333,1178.379302
2.334,1178.379302
2.334666667,1178.379302
2.336666667,1178.379302
2.338,1178.379302
2.339333333,1178.379302
2.34,1178.379302
2.341333333,1178.379302
2.342666667,1186.918282
2.344,1186.918282
2.345333333,1186.918282
2.346,1186.918282
2.347333333,1186.918282
2.348666667,1186.918282
2.35,1186.918282
2.350666667,1186.918282
2.352666667,1186.918282
2.353333333,1186.918282
2.354,1186.918282
2.356,1195.457262
2.356666667,1195.457262
2.358666667,1195.457262
2.359333333,1195.457262
2.36,1195.457262
2.362,1195.457262
2.362666667,1195.457262
2.364666667,1195.457262
2.365333333,1195.457262
2.366,1203.996243
2.368,1203.996243
2.368666667,1203.996243
2.370666667,1203.996243
2.371333333,1203.996243
2.372666667,1203.996243
2.374,1203.996243
2.375333333,1203.996243
2.376666667,1203.996243
2.378,1203.996243
2.378666667,1203.996243
2.380666667,1212.535223
2.382,1212.535223
2.383333333,1212.535223
2.384666667,1212.535223
