Pressure1,Pressure2,Pressure3,predicted_position1,predicted_position2,predicted_position3
12,34,4,0.003982124,-0.030058261,0.1990022
14,34,4,0.001927384,-0.02967541,0.19960862
16,34,4,8.36E-06,-0.029356075,0.20017363
18,34,4,-0.00171234,-0.029108334,0.20068571
20,34,4,-0.003405763,-0.0289263,0.20109124
22,34,4,-0.005275519,-0.028902858,0.20135531
24,34,4,-0.006930929,-0.028819509,0.20149022
26,34,4,-0.008160171,-0.028801862,0.20156093
28,34,4,-0.009090856,-0.028821748,0.20161986
30,34,4,-0.009745889,-0.028895373,0.20165306
32,34,4,-0.010328465,-0.02907951,0.20162615
34,34,4,-0.010666734,-0.029247591,0.20149492
-20,-20,6,0.020413047,0.03647051,0.16584204
-18,-20,6,0.01598212,0.037006564,0.16733982
-16,-20,6,0.011590813,0.037510462,0.16886106
-14,-20,6,0.007565546,0.03796077,0.1702255
-12,-20,6,0.003839362,0.0384086,0.17129886
-10,-20,6,9.19E-05,0.038871966,0.17234859
-8,-20,6,-0.003383859,0.039438084,0.17314333
-6,-20,6,-0.006692339,0.039980352,0.17382278
-4,-20,6,-0.009990737,0.040479247,0.17430006
-2,-20,6,-0.012900355,0.040880736,0.17452642
0,-20,6,-0.015892344,0.041230172,0.1745234
2,-20,6,-0.018726315,0.041796938,0.17455892
4,-20,6,-0.02151303,0.042311203,0.17459357
6,-20,6,-0.024299774,0.04280135,0.1746043
8,-20,6,-0.026952557,0.043224316,0.17453444
10,-20,6,-0.02961037,0.043495253,0.17454363
12,-20,6,-0.032221615,0.04373408,0.1745396
14,-20,6,-0.034491148,0.043768067,0.1744573
16,-20,6,-0.036309615,0.043692578,0.17444283
18,-20,6,-0.0378174,0.04357829,0.17446092
20,-20,6,-0.039197877,0.0433984,0.17432633
22,-20,6,-0.040347774,0.043273244,0.17411944
24,-20,6,-0.041131336,0.04356672,0.17389001
26,-20,6,-0.04176473,0.043943945,0.17375807
28,-20,6,-0.042334747,0.044307895,0.17369615
30,-20,6,-0.04288428,0.044672,0.17365621
32,-20,6,-0.04339094,0.044801485,0.17356046
34,-20,6,-0.044126563,0.04476047,0.17333718
-20,-18,6,0.022812778,0.03295822,0.16736151
-18,-18,6,0.018565169,0.03349547,0.16896258
-16,-18,6,0.01406287,0.034086872,0.17042968
-14,-18,6,0.0097557,0.034634653,0.17188244
-12,-18,6,0.005870466,0.035093497,0.17319295
-10,-18,6,0.002259214,0.03545725,0.17439412
-8,-18,6,-0.001231185,0.036017843,0.17520256
-6,-18,6,-0.00458956,0.036628373,0.17588708
-4,-18,6,-0.007893003,0.037149608,0.17647977
-2,-18,6,-0.011040888,0.03759119,0.17685089
0,-18,6,-0.013984792,0.03783156,0.17701697
2,-18,6,-0.016871955,0.038304746,0.17708677
4,-18,6,-0.019663747,0.038811237,0.17712557
6,-18,6,-0.02247452,0.039225403,0.17713942
8,-18,6,-0.025250528,0.039407052,0.17721869
10,-18,6,-0.027941883,0.039616156,0.17726827
12,-18,6,-0.030519333,0.039883576,0.17723536
14,-18,6,-0.0327698,0.039904352,0.17720068
16,-18,6,-0.034589928,0.039710287,0.17725231
18,-18,6,-0.036053248,0.039557498,0.17725605
20,-18,6,-0.037387967,0.03934374,0.1771168
22,-18,6,-0.038433358,0.03933133,0.17689924
24,-18,6,-0.039091628,0.039693583,0.17675187
26,-18,6,-0.03965836,0.04002676,0.1767132
28,-18,6,-0.040219802,0.04035711,0.17668204
30,-18,6,-0.04080524,0.040585287,0.17660983
32,-18,6,-0.04158371,0.040503252,0.17637073
34,-18,6,-0.042466406,0.040415116,0.17599788
-20,-16,6,0.025154749,0.029502852,0.16874464
-18,-16,6,0.020969411,0.030033873,0.17036182
-16,-16,6,0.016679466,0.03057535,0.17195193
-14,-16,6,0.01228955,0.031160217,0.17344296
-12,-16,6,0.007955104,0.031767767,0.17488527
-10,-16,6,0.004175381,0.03222624,0.1761604
-8,-16,6,0.000810923,0.032678485,0.17713885
-6,-16,6,-0.002450211,0.033160813,0.1779615
-4,-16,6,-0.005850486,0.03362258,0.17869371
-2,-16,6,-0.009237379,0.03403054,0.17920819
0,-16,6,-0.012153599,0.03433244,0.1795027
2,-16,6,-0.015047584,0.034746002,0.17963935
4,-16,6,-0.017842088,0.03513429,0.17972471
6,-16,6,-0.0206761,0.035311636,0.17980643
8,-16,6,-0.023490656,0.035475504,0.17986985
10,-16,6,-0.026104607,0.03564369,0.17988701
12,-16,6,-0.028687682,0.03588351,0.17989567
14,-16,6,-0.030902548,0.035787888,0.17998277
16,-16,6,-0.032759782,0.035575476,0.18008186
18,-16,6,-0.03426665,0.035401084,0.18007697
20,-16,6,-0.035572324,0.03518495,0.17992863
22,-16,6,-0.036435403,0.035373148,0.17977236
24,-16,6,-0.03699684,0.03570349,0.1797412
26,-16,6,-0.037558284,0.036033843,0.17971006
28,-16,6,-0.03812527,0.036333002,0.1796676
30,-16,6,-0.039058354,0.036266487,0.17936483
32,-16,6,-0.039941046,0.036178347,0.17899199
34,-16,6,-0.040789083,0.03608246,0.17865704
-20,-14,6,0.027478592,0.026030796,0.1701449
-18,-14,6,0.023311382,0.026578505,0.17174494
-16,-14,6,0.019126045,0.027109528,0.17336212
-14,-14,6,0.014872023,0.02767608,0.17489865
-12,-14,6,0.01054219,0.028276935,0.17635696
-10,-14,6,0.006213945,0.028832868,0.17782384
-8,-14,6,0.002647989,0.02926508,0.1789308
-6,-14,6,-0.000605282,0.029613543,0.17986362
-4,-14,6,-0.003865009,0.0299725,0.18075213
-2,-14,6,-0.007198303,0.030393047,0.18146396
0,-14,6,-0.010314268,0.030715523,0.18179761
2,-14,6,-0.013089928,0.030898107,0.18215732
4,-14,6,-0.015911378,0.031139284,0.18230104
6,-14,6,-0.018717565,0.031301748,0.1823566
8,-14,6,-0.021482185,0.03146124,0.18239318
10,-14,6,-0.024159867,0.031620525,0.18242052
12,-14,6,-0.026739348,0.03168621,0.18258254
14,-14,6,-0.028911995,0.031581867,0.18266957
16,-14,6,-0.030736797,0.031353354,0.18278837
18,-14,6,-0.032322675,0.031147432,0.18277808
20,-14,6,-0.0335967,0.031128716,0.18277255
22,-14,6,-0.034335323,0.031380225,0.18276922
24,-14,6,-0.03489676,0.031710576,0.18273807
26,-14,6,-0.03547306,0.032014478,0.1827053
28,-14,6,-0.036508605,0.032020498,0.1823614
30,-14,6,-0.037415687,0.03194158,0.1819861
32,-14,6,-0.038270347,0.03184718,0.1816439
34,-14,6,-0.039077867,0.03174225,0.18135324
-20,-12,6,0.030127637,0.022493443,0.17149408
-18,-12,6,0.025856677,0.02298585,0.17319818
-16,-12,6,0.021609383,0.023576997,0.17477956
-14,-12,6,0.017397758,0.024130158,0.17635216
-12,-12,6,0.013077755,0.02460127,0.17786947
-10,-12,6,0.008710201,0.025048142,0.17937346
-8,-12,6,0.004694132,0.025547985,0.18062796
-6,-12,6,0.001275937,0.026049502,0.18156914
-4,-12,6,-0.002072843,0.026481418,0.18251888
-2,-12,6,-0.005183719,0.026716957,0.18339522
0,-12,6,-0.008455539,0.026831806,0.18411012
2,-12,6,-0.011241023,0.02700158,0.18462434
4,-12,6,-0.013933037,0.027127087,0.18484026
6,-12,6,-0.016697517,0.027287174,0.18487808
8,-12,6,-0.019462071,0.027446944,0.18491524
10,-12,6,-0.022220425,0.02745824,0.18508978
12,-12,6,-0.024786793,0.027486758,0.18526599
14,-12,6,-0.026895957,0.02737527,0.18534955
16,-12,6,-0.028632706,0.027174674,0.18546437
18,-12,6,-0.030220116,0.026923558,0.18548161
20,-12,6,-0.03133208,0.027032,0.185613
22,-12,6,-0.032175872,0.027387576,0.18573217
24,-12,6,-0.03285588,0.027655423,0.18570463
26,-12,6,-0.033882603,0.027745666,0.18536566
28,-12,6,-0.03489033,0.027704826,0.1849802
30,-12,6,-0.03575161,0.027611896,0.18463077
32,-12,6,-0.03655913,0.027506972,0.1843401
34,-12,6,-0.03735146,0.027429705,0.18388394
-20,-10,6,0.032237984,0.019318307,0.17232914
-18,-10,6,0.028304856,0.019732805,0.17424381
-16,-10,6,0.024164334,0.019961594,0.17609498
-14,-10,6,0.019970963,0.02024194,0.1778677
-12,-10,6,0.015821831,0.020653911,0.17947091
-10,-10,6,0.011441777,0.021136058,0.18097286
-8,-10,6,0.007206718,0.021690222,0.18226908
-6,-10,6,0.003417756,0.022273682,0.18329628
-4,-10,6,-8.48E-05,0.022754082,0.18425356
-2,-10,6,-0.003374457,0.022888014,0.18518782
0,-10,6,-0.006640038,0.022955699,0.1859615
2,-10,6,-0.009571754,0.023170957,0.1865719
4,-10,6,-0.012011488,0.02316146,0.18694389
6,-10,6,-0.014633352,0.02330821,0.18705538
8,-10,6,-0.017388275,0.023378814,0.1871711
10,-10,6,-0.020159215,0.023367641,0.1873634
12,-10,6,-0.02275332,0.023384817,0.18752572
14,-10,6,-0.024746701,0.023298481,0.1876393
16,-10,6,-0.026467271,0.02314174,0.18778624
18,-10,6,-0.02796726,0.022855062,0.187935
20,-10,6,-0.029021408,0.023077978,0.18808526
22,-10,6,-0.029976603,0.0233528,0.18821962
24,-10,6,-0.031210551,0.023585295,0.18814652
26,-10,6,-0.03229161,0.023552552,0.18781346
28,-10,6,-0.033214606,0.023462148,0.18750323
30,-10,6,-0.03402514,0.023353346,0.1872411
32,-10,6,-0.034855027,0.023235248,0.18692593
34,-10,6,-0.03561821,0.023179028,0.18636215
-20,-8,6,0.034195498,0.016112577,0.17294478
-18,-8,6,0.030249981,0.016365672,0.1750408
-16,-8,6,0.02632221,0.016527824,0.17702831
-14,-8,6,0.022404706,0.016758442,0.1789358
-12,-8,6,0.01831384,0.017047402,0.18066676
-10,-8,6,0.014196775,0.017333291,0.18240352
-8,-8,6,0.009992619,0.017747091,0.18385795
-6,-8,6,0.005906986,0.018253343,0.18504372
-4,-8,6,0.002180673,0.018591281,0.18611471
-2,-8,6,-0.001221162,0.018760987,0.18691483
0,-8,6,-0.004537164,0.018935377,0.1876262
2,-8,6,-0.007811896,0.019488923,0.18808046
4,-8,6,-0.010440463,0.019724045,0.18841903
6,-8,6,-0.012957093,0.019651502,0.18877345
8,-8,6,-0.01549005,0.01955908,0.18916012
10,-8,6,-0.01820013,0.019541848,0.1894145
12,-8,6,-0.020802388,0.01954343,0.1895943
14,-8,6,-0.022696242,0.019455846,0.18974371
16,-8,6,-0.024302857,0.019276662,0.19003609
18,-8,6,-0.025729597,0.019129809,0.1901975
20,-8,6,-0.026988428,0.019193115,0.19027402
22,-8,6,-0.0282357,0.019437317,0.190275
24,-8,6,-0.029556591,0.019581338,0.19020474
26,-8,6,-0.03073553,0.019535135,0.18997806
28,-8,6,-0.03159851,0.019430941,0.18975091
30,-8,6,-0.032462083,0.019352552,0.1895053
32,-8,6,-0.03325972,0.019357104,0.1889576
34,-8,6,-0.03402545,0.019388232,0.18832932
-20,-6,6,0.03584158,0.013141961,0.17336264
-18,-6,6,0.03197223,0.013258996,0.17552292
-16,-6,6,0.028121734,0.013455287,0.17762177
-14,-6,6,0.02422228,0.013611351,0.17960513
-12,-6,6,0.020435398,0.013757735,0.18150693
-10,-6,6,0.016443787,0.013988044,0.18332526
-8,-6,6,0.012432289,0.014112983,0.18499368
-6,-6,6,0.008419571,0.014343019,0.18641268
-4,-6,6,0.004380416,0.014524705,0.18768458
-2,-6,6,0.000969701,0.014649527,0.18849836
0,-6,6,-0.002237569,0.014925608,0.18910241
2,-6,6,-0.005430836,0.015417686,0.18967149
4,-6,6,-0.008394632,0.015847038,0.19005916
6,-6,6,-0.011135731,0.015781859,0.1904836
8,-6,6,-0.013806433,0.015735177,0.19093615
10,-6,6,-0.016351772,0.015668062,0.19133285
12,-6,6,-0.018788356,0.015614415,0.19168736
14,-6,6,-0.020545106,0.015534656,0.19205564
16,-6,6,-0.022193745,0.015298041,0.19232948
18,-6,6,-0.02378357,0.015209506,0.19239616
20,-6,6,-0.025321651,0.01526578,0.19227944
22,-6,6,-0.02670093,0.015498709,0.19213995
24,-6,6,-0.02809409,0.015655318,0.19197819
26,-6,6,-0.02922802,0.01572738,0.19182836
28,-6,6,-0.030092875,0.015704148,0.19154322
30,-6,6,-0.03091849,0.015699292,0.19119282
32,-6,6,-0.031619724,0.015712282,0.19066982
34,-6,6,-0.032326933,0.015699409,0.19009311
-20,-4,6,0.037423775,0.01013861,0.17370023
-18,-4,6,0.033529826,0.010313824,0.17588077
-16,-4,6,0.029678233,0.010460214,0.17803214
-14,-4,6,0.025899157,0.010603747,0.18013723
-12,-4,6,0.022147115,0.010729288,0.182085
-10,-4,6,0.018219095,0.010730186,0.18405543
-8,-4,6,0.014416118,0.010779421,0.18586825
-6,-4,6,0.010504494,0.010968917,0.18738578
-4,-4,6,0.006483277,0.010985944,0.18875471
-2,-4,6,0.002881057,0.01091602,0.18976729
0,-4,6,-0.000150835,0.011001511,0.19052245
2,-4,6,-0.003162163,0.011343607,0.19125111
4,-4,6,-0.006274174,0.011638063,0.19180563
6,-4,6,-0.009015679,0.011598184,0.19229214
8,-4,6,-0.011683843,0.011560733,0.19271809
10,-4,6,-0.014366341,0.011780539,0.19303663
12,-4,6,-0.016835593,0.011927582,0.19352661
14,-4,6,-0.01868164,0.011750247,0.1939304
16,-4,6,-0.020470478,0.011489276,0.1941802
18,-4,6,-0.022271588,0.011541057,0.19410339
20,-4,6,-0.02383236,0.011643061,0.19395684
22,-4,6,-0.025284411,0.011797234,0.1937661
24,-4,6,-0.026638877,0.012008268,0.19366808
26,-4,6,-0.02772572,0.012074756,0.19354306
28,-4,6,-0.028557524,0.012013562,0.19323744
30,-4,6,-0.029301746,0.012054936,0.19273242
32,-4,6,-0.030024499,0.012106061,0.19218826
34,-4,6,-0.030748295,0.012199433,0.19164914
-20,-2,6,0.03884677,0.007124909,0.17416677
-18,-2,6,0.03513754,0.007241218,0.17629753
-16,-2,6,0.03125027,0.007414592,0.17850249
-14,-2,6,0.027408235,0.007530695,0.18071057
-12,-2,6,0.023595288,0.007596195,0.18282148
-10,-2,6,0.019750837,0.007559643,0.18487364
-8,-2,6,0.016013952,0.007545042,0.1867393
-6,-2,6,0.012547405,0.007587011,0.1882689
-4,-2,6,0.008635999,0.007732377,0.18960375
-2,-2,6,0.004960459,0.007931374,0.19057293
0,-2,6,0.00158164,0.008056952,0.19139816
2,-2,6,-0.001437118,0.008161371,0.19222565
4,-2,6,-0.00448026,0.008232761,0.19287202
6,-2,6,-0.007366537,0.008247626,0.19341294
8,-2,6,-0.009929703,0.008258424,0.19385746
10,-2,6,-0.012524423,0.008377548,0.19436544
12,-2,6,-0.01520531,0.008500584,0.19481571
14,-2,6,-0.017471448,0.008416234,0.19521692
16,-2,6,-0.019314742,0.008346546,0.19537887
18,-2,6,-0.020988822,0.008337178,0.19542727
20,-2,6,-0.022399703,0.008224733,0.19538924
22,-2,6,-0.023757743,0.008236296,0.19535574
24,-2,6,-0.025005465,0.008319452,0.19530505
26,-2,6,-0.026116611,0.008382955,0.19518758
28,-2,6,-0.026936002,0.008346554,0.19474757
30,-2,6,-0.027702538,0.008457597,0.19419608
32,-2,6,-0.028368313,0.008588458,0.19366601
34,-2,6,-0.028968658,0.008734979,0.19315758
-20,0,6,0.040272266,0.004040543,0.17466109
-18,0,6,0.036543787,0.004243021,0.17686947
-16,0,6,0.032798525,0.00424202,0.17908959
-14,0,6,0.028851746,0.004220048,0.18130645
-12,0,6,0.025050113,0.004352537,0.18336661
-10,0,6,0.021260431,0.004486666,0.18542053
-8,0,6,0.017579196,0.004550737,0.18730347
-6,0,6,0.014145528,0.004583076,0.18878447
-4,0,6,0.010672961,0.004766997,0.19012782
-2,0,6,0.007126438,0.005057897,0.19114845
0,0,6,0.003529172,0.00524056,0.19208361
2,0,6,0.000245114,0.005373543,0.19294089
4,0,6,-0.002769034,0.005444752,0.19365099
6,0,6,-0.005783581,0.005560982,0.19421443
8,0,6,-0.008475999,0.005519364,0.1947371
10,0,6,-0.011137392,0.00538483,0.19529407
12,0,6,-0.013830332,0.005309493,0.19578876
14,0,6,-0.016311396,0.005339681,0.19607334
16,0,6,-0.018320514,0.005513819,0.1961589
18,0,6,-0.0200411,0.005478741,0.19616258
20,0,6,-0.02134608,0.005275081,0.19621079
22,0,6,-0.022620488,0.005061462,0.19627458
24,0,6,-0.023664568,0.005038797,0.19625632
26,0,6,-0.02469899,0.005167076,0.19620402
28,0,6,-0.025281427,0.00524205,0.19582291
30,0,6,-0.02581801,0.005313347,0.19546625
32,0,6,-0.026355945,0.005433639,0.19503477
34,0,6,-0.026944684,0.005511691,0.19457604
-20,2,6,0.041586116,0.00137074,0.17485534
-18,2,6,0.03790706,0.001355381,0.17730045
-16,2,6,0.034239873,0.001242184,0.17954396
-14,2,6,0.03038231,0.001335752,0.18165094
-12,2,6,0.026617562,0.00139517,0.18367742
-10,2,6,0.022827877,0.001529296,0.18573135
-8,2,6,0.019150648,0.001640537,0.18761428
-6,2,6,0.015760254,0.001703392,0.18915224
-4,2,6,0.012422551,0.001802849,0.1905374
-2,2,6,0.008993824,0.002122192,0.19166715
0,2,6,0.005648073,0.002166039,0.19274679
2,2,6,0.002077612,0.002304666,0.19362476
4,2,6,-0.001064556,0.00252003,0.19438758
6,2,6,-0.004167588,0.002801815,0.19497341
8,2,6,-0.007218911,0.002757206,0.1955414
10,2,6,-0.009953788,0.002500501,0.19608143
12,2,6,-0.012620951,0.002264531,0.19648784
14,2,6,-0.015025354,0.00225678,0.19675258
16,2,6,-0.01712568,0.002401584,0.19690152
18,2,6,-0.018835507,0.00231951,0.19693497
20,2,6,-0.020224608,0.002241456,0.19697697
22,2,6,-0.021471215,0.002167638,0.1970376
24,2,6,-0.022378184,0.002181873,0.19711557
26,2,6,-0.023063451,0.00228073,0.19706652
28,2,6,-0.023590839,0.002351793,0.19671997
30,2,6,-0.024195228,0.002455187,0.19633628
32,2,6,-0.024774605,0.002570199,0.19593787
34,2,6,-0.02535398,0.002685213,0.19553944
-20,4,6,0.042783335,-0.001083565,0.1750148
-18,4,6,0.03908469,-0.001105356,0.17752919
-16,4,6,0.03539319,-0.001162592,0.17985353
-14,4,6,0.03165339,-0.001195232,0.18199445
-12,4,6,0.028046666,-0.001184076,0.18404528
-10,4,6,0.02430907,-0.001164705,0.1860413
-8,4,6,0.020591155,-0.001106534,0.18787834
-6,4,6,0.017213216,-0.001061195,0.18943006
-4,4,6,0.013905848,-0.000821283,0.1908259
-2,4,6,0.010510176,-0.000689077,0.19213139
0,4,6,0.007116016,-0.000549415,0.19321188
2,4,6,0.003869683,-0.000514025,0.19406997
4,4,6,0.000293599,-0.00030268,0.19484806
6,4,6,-0.002846375,-1.32E-05,0.19552916
8,4,6,-0.006131989,5.56E-05,0.19611037
10,4,6,-0.009059467,-6.94E-05,0.19654019
12,4,6,-0.011684179,-0.000248525,0.19687307
14,4,6,-0.013903108,-0.000268879,0.19715945
16,4,6,-0.016029445,-0.000163112,0.1973835
18,4,6,-0.017742151,-0.000128656,0.19755308
20,4,6,-0.019058367,-0.000193484,0.1977124
22,4,6,-0.020158704,-0.000306341,0.1978184
24,4,6,-0.021122133,-0.000249274,0.19784646
26,4,6,-0.021728916,-0.000129233,0.19768074
28,4,6,-0.022233576,-0.000182029,0.19740139
30,4,6,-0.022727685,-0.000217149,0.19711564
32,4,6,-0.023303742,-0.000121804,0.19672562
34,4,6,-0.02388312,-6.79E-06,0.1963272
-20,6,6,0.04368044,-0.003139026,0.17507474
-18,6,6,0.039984994,-0.003165457,0.17759039
-16,6,6,0.036221996,-0.003130272,0.18003534
-14,6,6,0.03247499,-0.003146799,0.18218127
-12,6,6,0.028837001,-0.003129886,0.18429247
-10,6,6,0.025311416,-0.00310684,0.18628171
-8,6,6,0.021780498,-0.003225569,0.18808326
-6,6,6,0.018407006,-0.003196377,0.18963502
-4,6,6,0.015059033,-0.003117728,0.19111815
-2,6,6,0.01177413,-0.002984203,0.19248098
0,6,6,0.008366389,-0.003010971,0.19362713
2,6,6,0.005043674,-0.003119325,0.19433774
4,6,6,0.001697922,-0.002916829,0.19516447
6,6,6,-0.001691363,-0.002744954,0.19597074
8,6,6,-0.004948366,-0.002667704,0.19651155
10,6,6,-0.008072932,-0.00263776,0.19686782
12,6,6,-0.010627057,-0.002702653,0.1971995
14,6,6,-0.012817406,-0.002472475,0.19756189
16,6,6,-0.014940096,-0.002317953,0.19789247
18,6,6,-0.01664792,-0.002190053,0.19816013
20,6,6,-0.017908223,-0.002258289,0.19834405
22,6,6,-0.018952483,-0.002409714,0.19848019
24,6,6,-0.019846292,-0.002433978,0.19844128
26,6,6,-0.020453706,-0.002467832,0.19822681
28,6,6,-0.021020478,-0.002459941,0.19790739
30,6,6,-0.0215042,-0.002475971,0.19761692
32,6,6,-0.021965194,-0.002483131,0.19732772
34,6,6,-0.022450142,-0.002474476,0.19701935
-20,8,6,0.04456287,-0.00512594,0.17514144
-18,8,6,0.040868856,-0.005168122,0.17765403
-16,8,6,0.037095856,-0.005115672,0.18009736
-14,8,6,0.033312835,-0.005063503,0.18241319
-12,8,6,0.029659124,-0.005057107,0.18453233
-10,8,6,0.026097149,-0.00506984,0.18648463
-8,8,6,0.022632653,-0.005105279,0.18829364
-6,8,6,0.01941223,-0.00533807,0.18989328
-4,8,6,0.016165292,-0.005311637,0.19141173
-2,8,6,0.012854429,-0.005243607,0.1927073
0,8,6,0.009288697,-0.005156268,0.19392067
2,8,6,0.006023932,-0.005244728,0.19468859
4,8,6,0.002694486,-0.005176832,0.19547714
6,8,6,-0.000652658,-0.005143697,0.19623184
8,8,6,-0.003732402,-0.005084305,0.19681476
10,8,6,-0.006931677,-0.005016621,0.19721158
12,8,6,-0.009333056,-0.004988581,0.1976386
14,8,6,-0.011472503,-0.004790288,0.198079
16,8,6,-0.013588936,-0.004664316,0.19843645
18,8,6,-0.015257003,-0.004432499,0.19871014
20,8,6,-0.016692571,-0.004367933,0.1989587
22,8,6,-0.017805915,-0.004495229,0.19905601
24,8,6,-0.018629765,-0.004508463,0.19892323
26,8,6,-0.019205429,-0.00461968,0.19865756
28,8,6,-0.019736718,-0.004710584,0.1983994
30,8,6,-0.020228753,-0.004777148,0.19813429
32,8,6,-0.02070703,-0.004739469,0.19782177
34,8,6,-0.021147266,-0.004746673,0.19753037
-20,10,6,0.045512646,-0.006922737,0.17511913
-18,10,6,0.041793406,-0.007010171,0.17771815
-16,10,6,0.037975356,-0.00699938,0.18020579
-14,10,6,0.03416351,-0.006905078,0.1826123
-12,10,6,0.030479904,-0.006882564,0.184794
-10,10,6,0.026878502,-0.006946393,0.18671045
-8,10,6,0.02336482,-0.007057223,0.18858862
-6,10,6,0.020171508,-0.007233213,0.19019604
-4,10,6,0.017036341,-0.007436328,0.19157583
-2,10,6,0.013908489,-0.007499859,0.19286507
0,10,6,0.010434534,-0.007297129,0.19409889
2,10,6,0.007092588,-0.007403279,0.19500801
4,10,6,0.003777171,-0.007433587,0.19574645
6,10,6,0.000404209,-0.007364477,0.19642396
8,10,6,-0.002726874,-0.007149547,0.19712375
10,10,6,-0.005677184,-0.007057884,0.19768907
12,10,6,-0.00812564,-0.006919527,0.19818965
14,10,6,-0.010271561,-0.006795161,0.19861953
16,10,6,-0.012361828,-0.006778883,0.19898441
18,10,6,-0.013926573,-0.006734013,0.19924927
20,10,6,-0.015390368,-0.006719822,0.19949229
22,10,6,-0.016545601,-0.00660045,0.19955285
24,10,6,-0.017283054,-0.006629791,0.19934697
26,10,6,-0.017888378,-0.006759803,0.19907315
28,10,6,-0.01840373,-0.006850748,0.1988133
30,10,6,-0.018919088,-0.006941687,0.19855346
32,10,6,-0.019376064,-0.006971614,0.19828047
34,10,6,-0.019824507,-0.006992622,0.19800556
-20,12,6,0.04650081,-0.008649574,0.17508969
-18,12,6,0.042781577,-0.008737009,0.1776887
-16,12,6,0.03897736,-0.008746941,0.18019879
-14,12,6,0.035117444,-0.008706064,0.18265058
-12,12,6,0.03132252,-0.008688131,0.18499619
-10,12,6,0.02768152,-0.008808652,0.18695223
-8,12,6,0.024118776,-0.008965144,0.18886982
-6,12,6,0.020984888,-0.009235945,0.19035375
-4,12,6,0.017934779,-0.009391703,0.19172801
-2,12,6,0.014860512,-0.009381961,0.19305718
0,12,6,0.011630277,-0.009481286,0.19426022
2,12,6,0.008197777,-0.009508302,0.19518584
4,12,6,0.004945168,-0.009445197,0.19607121
6,12,6,0.001588942,-0.009373599,0.19674914
8,12,6,-0.001614155,-0.009098541,0.19739807
10,12,6,-0.004839315,-0.008762475,0.19809823
12,12,6,-0.007265464,-0.008621366,0.19863383
14,12,6,-0.009242901,-0.00860869,0.19908485
16,12,6,-0.011288132,-0.0087126,0.19945452
18,12,6,-0.012746839,-0.00885936,0.1997794
20,12,6,-0.014160199,-0.008817776,0.19998087
22,12,6,-0.01537248,-0.008587109,0.20001797
24,12,6,-0.016054193,-0.008602061,0.19977787
26,12,6,-0.016645582,-0.008713789,0.19949496
28,12,6,-0.017132431,-0.008854495,0.19923086
30,12,6,-0.017612433,-0.009023616,0.19896892
32,12,6,-0.018074933,-0.009145075,0.19870155
34,12,6,-0.018523375,-0.009166081,0.19842663
-20,14,6,0.047488973,-0.010376403,0.17506024
-18,14,6,0.043769747,-0.010463845,0.17765926
-16,14,6,0.039993,-0.010482847,0.18018536
-14,14,6,0.03620216,-0.010414954,0.18261814
-12,14,6,0.032466825,-0.010367394,0.1849903
-10,14,6,0.028739804,-0.010615679,0.18705684
-8,14,6,0.025074158,-0.011020496,0.18900198
-6,14,6,0.021902347,-0.011262503,0.19046317
-4,14,6,0.018725224,-0.011277052,0.19189286
-2,14,6,0.015669208,-0.011257206,0.19325964
0,14,6,0.012651038,-0.011252614,0.19443533
2,14,6,0.009330513,-0.011418543,0.19530624
4,14,6,0.00594397,-0.011221197,0.19626956
6,14,6,0.00267095,-0.011190412,0.19704442
8,14,6,-0.000653903,-0.010890146,0.19776627
10,14,6,-0.003714698,-0.010434122,0.19843234
12,14,6,-0.006527903,-0.010188027,0.1989998
14,14,6,-0.00878392,-0.010231118,0.1994641
16,14,6,-0.010435577,-0.010425185,0.19985552
18,14,6,-0.011774845,-0.010640061,0.20018786
20,14,6,-0.013100684,-0.010688364,0.20039986
22,14,6,-0.014048909,-0.010605102,0.20038088
24,14,6,-0.014860676,-0.010542148,0.20020725
26,14,6,-0.015466039,-0.01065174,0.19993149
28,14,6,-0.015984822,-0.010752601,0.19965823
30,14,6,-0.016450241,-0.010829564,0.1993933
32,14,6,-0.016926568,-0.010963338,0.19913076
34,14,6,-0.017355284,-0.011078859,0.19885728
-20,16,6,0.04851757,-0.012046648,0.17499858
-18,16,6,0.04492022,-0.012156352,0.17757355
-16,16,6,0.041245755,-0.012196961,0.18010668
-14,16,6,0.03746138,-0.012138417,0.18250117
-12,16,6,0.03361594,-0.012275154,0.18490107
-10,16,6,0.029827436,-0.012586236,0.18709043
-8,16,6,0.026118238,-0.012952561,0.18906182
-6,16,6,0.022866841,-0.012971295,0.19059438
-4,16,6,0.019611867,-0.012948228,0.19207639
-2,16,6,0.016514597,-0.012943289,0.1934522
0,16,6,0.013510315,-0.013008862,0.19452901
2,16,6,0.010363082,-0.01317785,0.19544393
4,16,6,0.007037618,-0.013093779,0.19637486
6,16,6,0.003653865,-0.012849291,0.1973826
8,16,6,0.000295262,-0.012718296,0.19813596
10,16,6,-0.002659481,-0.01226006,0.19874413
12,16,6,-0.005470983,-0.011939097,0.19931681
14,16,6,-0.008257137,-0.011850955,0.19983353
16,16,6,-0.009869544,-0.012062947,0.20023412
18,16,6,-0.01097963,-0.012292507,0.20052761
20,16,6,-0.01205579,-0.012447299,0.20071672
22,16,6,-0.012941873,-0.012380755,0.20065261
24,16,6,-0.013793487,-0.012297948,0.20056224
