Pressure1,Pressure2,Pressure3,predicted_position1,predicted_position2,predicted_position3
-18,30,-16,0.033403654,-0.05045771,0.16565841
-16,30,-16,0.029290158,-0.05079537,0.16756171
-14,30,-16,0.025017207,-0.05112284,0.16931218
-12,30,-16,0.020690167,-0.05146811,0.17098646
-10,30,-16,0.01652771,-0.05178726,0.17260073
-8,30,-16,0.012907794,-0.051943738,0.17392002
-6,30,-16,0.009476148,-0.05215459,0.17497784
-4,30,-16,0.006054544,-0.05235022,0.1760529
-2,30,-16,0.002825152,-0.052423038,0.17701809
0,30,-16,-0.000182166,-0.052437287,0.1778914
2,30,-16,-0.003170866,-0.05245284,0.17875208
4,30,-16,-0.00615957,-0.052468386,0.17961277
6,30,-16,-0.009057618,-0.052300826,0.18043059
8,30,-16,-0.011588715,-0.052326303,0.18073663
10,30,-16,-0.01392572,-0.052376192,0.18097636
12,30,-16,-0.016097648,-0.052315827,0.1812901
14,30,-16,-0.018269578,-0.052255463,0.18160386
16,30,-16,-0.020160263,-0.05228409,0.18197846
18,30,-16,-0.021994472,-0.05235866,0.18232375
20,30,-16,-0.024084402,-0.052474394,0.18255629
22,30,-16,-0.026167097,-0.052592985,0.18280604
24,30,-16,-0.02782495,-0.052835677,0.18295361
26,30,-16,-0.029257458,-0.05291249,0.18327774
28,30,-16,-0.03064345,-0.05295231,0.18362686
30,30,-16,-0.03196353,-0.05294923,0.18395486
32,30,-16,-0.03317626,-0.052965924,0.1842038
34,30,-16,-0.03406504,-0.05313496,0.18432622
-20,32,-16,0.038277853,-0.051866353,0.16315225
-18,32,-16,0.034267765,-0.05212805,0.16535106
-16,32,-16,0.030263063,-0.05250386,0.16732673
-14,32,-16,0.025954038,-0.05288357,0.16920793
-12,32,-16,0.021605732,-0.05320406,0.17081688
-10,32,-16,0.017439919,-0.053450786,0.17237267
-8,32,-16,0.013761389,-0.053597566,0.17364931
-6,32,-16,0.01034922,-0.053792056,0.1747271
-4,32,-16,0.007017146,-0.05397682,0.17582802
-2,32,-16,0.003792355,-0.054087505,0.17688642
0,32,-16,0.000758665,-0.054099917,0.17777762
2,32,-16,-0.002230035,-0.054115467,0.1786383
4,32,-16,-0.005218737,-0.05413101,0.17949899
6,32,-16,-0.008182753,-0.054123636,0.18010384
8,32,-16,-0.010793935,-0.054113228,0.18042824
10,32,-16,-0.01306557,-0.054046873,0.18074508
12,32,-16,-0.015237504,-0.053986505,0.18105882
14,32,-16,-0.017367804,-0.053946815,0.18139789
16,32,-16,-0.019201495,-0.05398851,0.18177404
18,32,-16,-0.021053724,-0.054014325,0.18219496
20,32,-16,-0.022885643,-0.05409417,0.18258552
22,32,-16,-0.024875969,-0.054193333,0.18290913
24,32,-16,-0.026755566,-0.054360777,0.1831581
26,32,-16,-0.02822056,-0.054447934,0.18348253
28,32,-16,-0.029563243,-0.05450806,0.18382724
30,32,-16,-0.030854957,-0.054538786,0.18415636
32,32,-16,-0.032027386,-0.054598738,0.18442538
34,32,-16,-0.03294014,-0.05478064,0.1845886
-20,34,-16,0.039053448,-0.053552974,0.16279331
-18,34,-16,0.035106607,-0.053840257,0.16492763
-16,34,-16,0.03105858,-0.054186463,0.16712135
-14,34,-16,0.026827576,-0.054622695,0.16900976
-12,34,-16,0.02251549,-0.05492431,0.1706241
-10,34,-16,0.018481465,-0.055093367,0.17212129
-8,34,-16,0.014783061,-0.05522512,0.17342909
-6,34,-16,0.011400461,-0.055407893,0.17452782
-4,34,-16,0.008068389,-0.05559266,0.17562875
-2,34,-16,0.004799942,-0.055732813,0.1767069
0,34,-16,0.001713271,-0.055763494,0.17765449
2,34,-16,-0.001289206,-0.055778082,0.17852452
4,34,-16,-0.004322438,-0.055912703,0.17927673
6,34,-16,-0.007319986,-0.05596398,0.17971149
8,34,-16,-0.009841403,-0.05580469,0.18016332
10,34,-16,-0.012152388,-0.055717677,0.18050817
12,34,-16,-0.014354251,-0.05565725,0.1808251
14,34,-16,-0.0164212,-0.0556486,0.18119347
16,34,-16,-0.0182666,-0.055678535,0.18160444
18,34,-16,-0.020165607,-0.055676166,0.18209364
20,34,-16,-0.021997672,-0.055712644,0.18254593
22,34,-16,-0.023713483,-0.055845305,0.18290779
24,34,-16,-0.025393264,-0.055995375,0.18329798
26,34,-16,-0.027016776,-0.056061648,0.18367031
28,34,-16,-0.02835609,-0.056123346,0.18401468
30,34,-16,-0.029666107,-0.05616599,0.18434966
32,34,-16,-0.030796893,-0.05625543,0.18461989
34,34,-16,-0.031766117,-0.05642642,0.18480808
-20,-20,-14,0.004505767,0.014224657,0.16381837
-18,-20,-14,0.000351451,0.01492547,0.16513446
-16,-20,-14,-0.003507636,0.015405115,0.16631363
-14,-20,-14,-0.007298905,0.015805747,0.16722731
-12,-20,-14,-0.011234945,0.016132494,0.16812369
-10,-20,-14,-0.014879186,0.016547872,0.16879289
-8,-20,-14,-0.01826065,0.016998257,0.16918965
-6,-20,-14,-0.02121557,0.017442381,0.16951852
-4,-20,-14,-0.024256503,0.017716248,0.16962972
-2,-20,-14,-0.027237184,0.017970227,0.16954443
0,-20,-14,-0.030129606,0.018116916,0.1694336
2,-20,-14,-0.03301604,0.018205354,0.16931793
4,-20,-14,-0.03589143,0.018417772,0.16910481
6,-20,-14,-0.03869629,0.018600933,0.16885044
8,-20,-14,-0.041496888,0.018631333,0.16866532
10,-20,-14,-0.044132963,0.018574769,0.16844605
12,-20,-14,-0.046421546,0.018811153,0.1681629
14,-20,-14,-0.04833188,0.018962346,0.16787444
16,-20,-14,-0.05010127,0.018988254,0.16753763
18,-20,-14,-0.051809583,0.019018793,0.16704085
20,-20,-14,-0.05348504,0.01914952,0.16653848
22,-20,-14,-0.055117134,0.019585649,0.16616616
24,-20,-14,-0.05679093,0.020084167,0.16576895
26,-20,-14,-0.058238056,0.020273743,0.16536863
28,-20,-14,-0.059520423,0.020349357,0.16507122
30,-20,-14,-0.060802776,0.020424973,0.16477379
32,-20,-14,-0.06214586,0.020287933,0.16453773
34,-20,-14,-0.06353912,0.020074625,0.1643049
-20,-18,-14,0.006939756,0.010821444,0.16482514
-18,-18,-14,0.002987557,0.011227793,0.16626585
-16,-18,-14,-0.001176987,0.011768503,0.16766709
-14,-18,-14,-0.005134709,0.0121456,0.16882733
-12,-18,-14,-0.009086494,0.012455924,0.16972302
-10,-18,-14,-0.012750186,0.012868487,0.17042841
-8,-18,-14,-0.016157266,0.013314858,0.17084508
-6,-18,-14,-0.019386569,0.013745192,0.17121135
-4,-18,-14,-0.022484934,0.013882061,0.1712963
-2,-18,-14,-0.02553162,0.014018809,0.17137575
0,-18,-14,-0.028455332,0.014155279,0.17144215
2,-18,-14,-0.03136009,0.014352581,0.1713709
4,-18,-14,-0.034197282,0.014316224,0.17129828
6,-18,-14,-0.037027698,0.014316209,0.17111568
8,-18,-14,-0.03991482,0.014301196,0.17096277
10,-18,-14,-0.042536292,0.014360267,0.1707481
12,-18,-14,-0.044857662,0.014575361,0.17046608
14,-18,-14,-0.04685935,0.014624111,0.17013845
16,-18,-14,-0.04866837,0.014645989,0.16968745
18,-18,-14,-0.050391372,0.014700109,0.16916604
20,-18,-14,-0.05208164,0.014881135,0.16864863
22,-18,-14,-0.053756714,0.015412724,0.1682856
24,-18,-14,-0.055433616,0.015794482,0.16794479
26,-18,-14,-0.056825183,0.01585328,0.16769736
28,-18,-14,-0.058084015,0.015911687,0.16742854
30,-18,-14,-0.059292503,0.015871242,0.16723695
32,-18,-14,-0.06054406,0.015748292,0.16704707
34,-18,-14,-0.06191559,0.015522912,0.16681673
-20,-16,-14,0.009360292,0.007291284,0.16583405
-18,-16,-14,0.0053911,0.007739657,0.16729586
-16,-16,-14,0.001294805,0.007986593,0.16875128
-14,-16,-14,-0.003057923,0.008361779,0.17016312
-12,-16,-14,-0.007010088,0.00877416,0.17122923
-10,-16,-14,-0.010649459,0.009199198,0.17205255
-8,-16,-14,-0.014105149,0.009549084,0.17245172
-6,-16,-14,-0.017535899,0.009901479,0.17279516
-4,-16,-14,-0.020713214,0.010041787,0.17291273
-2,-16,-14,-0.023795256,0.010140541,0.17298438
0,-16,-14,-0.02670285,0.010238894,0.1730375
2,-16,-14,-0.029638082,0.010111684,0.17320299
4,-16,-14,-0.03251827,0.009950644,0.1733531
6,-16,-14,-0.035422076,0.009882008,0.17340416
8,-16,-14,-0.03830634,0.009954352,0.17324467
10,-16,-14,-0.04094035,0.010147425,0.17300886
12,-16,-14,-0.043313537,0.010296989,0.17270124
14,-16,-14,-0.045296963,0.010327416,0.17228638
16,-16,-14,-0.047149714,0.01037371,0.17180324
18,-16,-14,-0.048970528,0.010512985,0.17130141
20,-16,-14,-0.05070881,0.010737375,0.17077668
22,-16,-14,-0.052376587,0.011232634,0.17041114
24,-16,-14,-0.054016933,0.011331154,0.17021412
26,-16,-14,-0.055390902,0.011429168,0.16997677
28,-16,-14,-0.056598097,0.01139757,0.16977571
30,-16,-14,-0.05778562,0.011320247,0.16961198
32,-16,-14,-0.05897343,0.011242649,0.16944818
34,-16,-14,-0.060310822,0.011052994,0.16910018
-20,-14,-14,0.011805012,0.003676418,0.16681647
-18,-14,-14,0.007721071,0.003946773,0.16827041
-16,-14,-14,0.003548887,0.00424867,0.16976659
-14,-14,-14,-0.000642013,0.004538775,0.17125201
-12,-14,-14,-0.004987122,0.004876929,0.17255701
-10,-14,-14,-0.008663174,0.005323228,0.17335282
-8,-14,-14,-0.012097897,0.005703673,0.17381848
-6,-14,-14,-0.0155809,0.005936439,0.17421181
-4,-14,-14,-0.01890535,0.00611548,0.17449711
-2,-14,-14,-0.021992348,0.00616402,0.17459524
0,-14,-14,-0.024981558,0.006021419,0.17477399
2,-14,-14,-0.027953606,0.005885278,0.17496
4,-14,-14,-0.03084612,0.005764083,0.17510113
6,-14,-14,-0.03373863,0.005642886,0.17524226
8,-14,-14,-0.036651395,0.005574968,0.17525238
10,-14,-14,-0.039259646,0.005829871,0.17515624
12,-14,-14,-0.041747175,0.006065937,0.17485495
14,-14,-14,-0.04378315,0.006148811,0.17439026
16,-14,-14,-0.045683324,0.006241612,0.1739311
18,-14,-14,-0.047536343,0.006355275,0.17344566
20,-14,-14,-0.04927902,0.006561942,0.17291132
22,-14,-14,-0.05092255,0.006748533,0.17268479
24,-14,-14,-0.052554715,0.006848851,0.17248689
26,-14,-14,-0.053903688,0.006923904,0.17231445
28,-14,-14,-0.055091213,0.006846582,0.17215073
30,-14,-14,-0.0562614,0.006787397,0.1719831
32,-14,-14,-0.057387266,0.006780132,0.1717874
34,-14,-14,-0.058657262,0.006708475,0.17129523
-20,-12,-14,0.014151016,-0.000113216,0.16777043
-18,-12,-14,0.009990615,0.000172295,0.16927296
-16,-12,-14,0.005818427,0.000474191,0.17076914
-14,-12,-14,0.001588759,0.00068182,0.17222485
-12,-12,-14,-0.002756123,0.0008407,0.17370686
-10,-12,-14,-0.006638409,0.001229733,0.1745855
-8,-12,-14,-0.010080953,0.001710346,0.17507939
-6,-12,-14,-0.013595553,0.002054418,0.17549232
-4,-12,-14,-0.017065624,0.002128119,0.1758497
-2,-12,-14,-0.020207072,0.002052274,0.17614336
0,-12,-14,-0.023241749,0.001924673,0.17639795
2,-12,-14,-0.026205536,0.001802876,0.17661539
4,-12,-14,-0.029082194,0.001673629,0.17672762
6,-12,-14,-0.03201746,0.001399461,0.17683147
8,-12,-14,-0.03481951,0.001411025,0.17686395
10,-12,-14,-0.03747764,0.001787509,0.17675194
12,-12,-14,-0.040111627,0.002051218,0.17652553
14,-12,-14,-0.042109773,0.002141711,0.17620736
16,-12,-14,-0.04403479,0.002244414,0.17582995
18,-12,-14,-0.045947902,0.002332989,0.1753872
20,-12,-14,-0.04772127,0.002301155,0.1749952
22,-12,-14,-0.049381003,0.002369984,0.17481461
24,-12,-14,-0.050950617,0.002410657,0.17467944
26,-12,-14,-0.052291706,0.00242866,0.17458454
28,-12,-14,-0.053445302,0.002406847,0.17443717
30,-12,-14,-0.05457778,0.002392503,0.17427021
32,-12,-14,-0.05573489,0.002407681,0.17391418
34,-12,-14,-0.056957334,0.002385935,0.17343532
-20,-10,-14,0.016207797,-0.003572528,0.16864447
-18,-10,-14,0.01209539,-0.003457051,0.17017992
-16,-10,-14,0.007966372,-0.003391274,0.17168498
-14,-10,-14,0.003756953,-0.003240636,0.17317645
-12,-10,-14,-0.000493009,-0.003038692,0.17468055
-10,-10,-14,-0.004547341,-0.002727086,0.17579067
-8,-10,-14,-0.008008918,-0.00231908,0.17627291
-6,-10,-14,-0.011528211,-0.00206055,0.1767409
-4,-10,-14,-0.015055413,-0.001927158,0.17715693
-2,-10,-14,-0.018370507,-0.001921994,0.17750183
0,-10,-14,-0.02147911,-0.002052367,0.17776278
2,-10,-14,-0.02445852,-0.002219263,0.17798083
4,-10,-14,-0.027395437,-0.002419712,0.17813745
6,-10,-14,-0.030348176,-0.002575062,0.17830396
8,-10,-14,-0.033040553,-0.002421779,0.17837161
10,-10,-14,-0.035734773,-0.002203353,0.1782192
12,-10,-14,-0.03836848,-0.001942431,0.17799759
14,-10,-14,-0.040430725,-0.001811511,0.17769581
16,-10,-14,-0.042351257,-0.00170362,0.17736803
18,-10,-14,-0.044236805,-0.001707063,0.17713511
20,-10,-14,-0.046026822,-0.002006405,0.17692716
22,-10,-14,-0.047688894,-0.001971614,0.17677586
24,-10,-14,-0.049122564,-0.001874062,0.17668514
26,-10,-14,-0.050439037,-0.001772588,0.1765912
28,-10,-14,-0.051672727,-0.00170035,0.17644371
30,-10,-14,-0.05285505,-0.001632724,0.17617947
32,-10,-14,-0.05405131,-0.001548959,0.17567214
34,-10,-14,-0.055251352,-0.001468972,0.17516366
-20,-8,-14,0.018051824,-0.006837954,0.16916037
-18,-8,-14,0.013906811,-0.006857019,0.1707764
-16,-8,-14,0.009819627,-0.006888012,0.17237027
-14,-8,-14,0.005776223,-0.006848934,0.17397578
-12,-8,-14,0.001746035,-0.006776074,0.175528
-10,-8,-14,-0.002138197,-0.006472684,0.1768377
-8,-8,-14,-0.005963089,-0.006293491,0.17754786
-6,-8,-14,-0.009421079,-0.006312917,0.17798844
-4,-8,-14,-0.013011676,-0.00617506,0.17837058
-2,-8,-14,-0.016463965,-0.005937578,0.17879884
0,-8,-14,-0.01972978,-0.006008358,0.17906332
2,-8,-14,-0.022821242,-0.006157082,0.17927639
4,-8,-14,-0.025773982,-0.006312431,0.17944291
6,-8,-14,-0.028657617,-0.00639142,0.17959702
8,-8,-14,-0.03132634,-0.006267202,0.17961347
10,-8,-14,-0.034006104,-0.006165662,0.17960165
12,-8,-14,-0.036588684,-0.0059518,0.17946142
14,-8,-14,-0.038751658,-0.00576473,0.17918427
16,-8,-14,-0.040669367,-0.005693247,0.17889218
18,-8,-14,-0.042587567,-0.005865175,0.17867675
20,-8,-14,-0.04439736,-0.006033381,0.17844334
22,-8,-14,-0.04593564,-0.005927581,0.17839639
24,-8,-14,-0.047283843,-0.005831738,0.17836547
26,-8,-14,-0.048589222,-0.005722781,0.17826281
28,-8,-14,-0.04992367,-0.005548436,0.17810908
30,-8,-14,-0.051162697,-0.005416052,0.17768857
32,-8,-14,-0.052404743,-0.005275043,0.1772034
34,-8,-14,-0.053646315,-0.005134645,0.17671801
-20,-6,-14,0.019757528,-0.009837516,0.169468
-18,-6,-14,0.015836533,-0.009841198,0.1711492
-16,-6,-14,0.011746794,-0.00979587,0.17270836
-14,-6,-14,0.007607753,-0.009752408,0.17432216
-12,-6,-14,0.003594893,-0.009817389,0.17596272
-10,-6,-14,-0.000149973,-0.009977469,0.17758037
-8,-6,-14,-0.003698006,-0.009980559,0.17856015
-6,-6,-14,-0.007500033,-0.00998733,0.17915621
-4,-6,-14,-0.01093415,-0.010081718,0.17951396
-2,-6,-14,-0.014513404,-0.009970051,0.17989764
0,-6,-14,-0.017991003,-0.009796183,0.18028311
2,-6,-14,-0.021134866,-0.009880421,0.1805178
4,-6,-14,-0.02408593,-0.010031396,0.18068264
6,-6,-14,-0.026882328,-0.010004665,0.1807234
8,-6,-14,-0.029578969,-0.009828487,0.18065314
10,-6,-14,-0.032275613,-0.009652311,0.18058288
12,-6,-14,-0.034836248,-0.00949429,0.18046133
14,-6,-14,-0.037031688,-0.009256087,0.18021876
16,-6,-14,-0.0390333,-0.00931563,0.18009569
18,-6,-14,-0.040890172,-0.009470647,0.17989114
20,-6,-14,-0.042650018,-0.009664478,0.17972785
22,-6,-14,-0.044201955,-0.009580334,0.17967425
24,-6,-14,-0.045515012,-0.009437774,0.17965147
26,-6,-14,-0.04680895,-0.00929499,0.17962822
28,-6,-14,-0.048121955,-0.009185579,0.17949998
30,-6,-14,-0.04942536,-0.009138309,0.17916062
32,-6,-14,-0.050689764,-0.009055609,0.17869751
34,-6,-14,-0.051931243,-0.008939806,0.1782172
-20,-4,-14,0.021386368,-0.012668701,0.169542
-18,-4,-14,0.017622614,-0.012709087,0.17132075
-16,-4,-14,0.013686164,-0.012722598,0.17303163
-14,-4,-14,0.009545056,-0.012818599,0.17475268
-12,-4,-14,0.005437165,-0.013003891,0.17646086
-10,-4,-14,0.001531043,-0.013111007,0.17806798
-8,-4,-14,-0.001958646,-0.013163571,0.1792577
-6,-4,-14,-0.005709324,-0.013351633,0.17993069
-4,-4,-14,-0.009455349,-0.013431088,0.18038438
-2,-4,-14,-0.012932079,-0.013455936,0.18070689
0,-4,-14,-0.01637393,-0.013259602,0.18111505
2,-4,-14,-0.019605013,-0.013108782,0.18144542
4,-4,-14,-0.022544168,-0.013212612,0.18155786
6,-4,-14,-0.02519079,-0.013155567,0.18149386
8,-4,-14,-0.02787105,-0.013007516,0.18142469
10,-4,-14,-0.03056769,-0.012831339,0.18135443
12,-4,-14,-0.033082746,-0.012731475,0.18126337
14,-4,-14,-0.035233017,-0.012674207,0.18120357
16,-4,-14,-0.037302352,-0.012708603,0.18104053
18,-4,-14,-0.039104942,-0.012910287,0.18093807
20,-4,-14,-0.040867105,-0.0131262,0.18085569
22,-4,-14,-0.042380624,-0.013060251,0.18086432
24,-4,-14,-0.043667823,-0.012918768,0.18086347
26,-4,-14,-0.044961765,-0.012775985,0.18084024
28,-4,-14,-0.046327226,-0.012581436,0.18055777
30,-4,-14,-0.047697674,-0.012383269,0.18025723
32,-4,-14,-0.04893737,-0.01232026,0.17991674
34,-4,-14,-0.05013345,-0.012369764,0.17949598
-20,-2,-14,0.023015209,-0.015499885,0.169616
-18,-2,-14,0.019305257,-0.015545654,0.17140867
-16,-2,-14,0.015341635,-0.015740698,0.17321818
-14,-2,-14,0.01133009,-0.015914341,0.17505342
-12,-2,-14,0.007334577,-0.016040262,0.1768558
-10,-2,-14,0.003264215,-0.016035173,0.17849566
-8,-2,-14,-0.000314404,-0.015920522,0.17959273
-6,-2,-14,-0.004227829,-0.016060859,0.18021171
-4,-2,-14,-0.008061577,-0.016270464,0.18078527
-2,-2,-14,-0.011623298,-0.016490906,0.18124153
0,-2,-14,-0.014951828,-0.016523926,0.18161882
2,-2,-14,-0.01830119,-0.01641979,0.18196872
4,-2,-14,-0.021197341,-0.01630301,0.18208244
6,-2,-14,-0.023818804,-0.016008804,0.18211569
8,-2,-14,-0.026432699,-0.01585483,0.18211177
10,-2,-14,-0.02904659,-0.015700856,0.18210785
12,-2,-14,-0.031425275,-0.015810845,0.18212736
14,-2,-14,-0.033486854,-0.016054977,0.18212293
16,-2,-14,-0.03545983,-0.016193485,0.18204567
18,-2,-14,-0.03732696,-0.016348563,0.18195997
20,-2,-14,-0.03909369,-0.01656805,0.18187933
22,-2,-14,-0.040591057,-0.01653016,0.181885
24,-2,-14,-0.041863326,-0.01639155,0.18193375
26,-2,-14,-0.04317457,-0.016224718,0.1818412
28,-2,-14,-0.044524454,-0.016027983,0.18160929
30,-2,-14,-0.04589453,-0.015832039,0.18130969
32,-2,-14,-0.04731088,-0.015640745,0.1809108
34,-2,-14,-0.048547,-0.015572242,0.18043084
-20,0,-14,0.024683956,-0.018109161,0.1695134
-18,0,-14,0.020976245,-0.018320793,0.17136508
-16,0,-14,0.017013766,-0.018466866,0.17316507
-14,0,-14,0.012986025,-0.018539965,0.17501159
-12,0,-14,0.008974004,-0.018615503,0.17683797
-10,0,-14,0.00486878,-0.0188261,0.17864564
-8,0,-14,0.001341164,-0.01875618,0.17982487
-6,0,-14,-0.002535941,-0.018895179,0.18055005
-4,0,-14,-0.006476446,-0.019036515,0.18108988
-2,0,-14,-0.010415511,-0.019178769,0.18163015
0,0,-14,-0.013764704,-0.019408375,0.18208633
2,0,-14,-0.017068757,-0.01960388,0.18237315
4,0,-14,-0.01983088,-0.019538961,0.18252221
6,0,-14,-0.022473969,-0.019190133,0.18258017
8,0,-14,-0.025097607,-0.018855603,0.1826241
10,0,-14,-0.027703345,-0.018755412,0.18268117
12,0,-14,-0.030009134,-0.018898644,0.18280143
14,0,-14,-0.03196789,-0.0190561,0.18287474
16,0,-14,-0.03392562,-0.019161485,0.18291186
18,0,-14,-0.03581159,-0.019237157,0.18290052
20,0,-14,-0.03752201,-0.019497966,0.1827968
22,0,-14,-0.038953196,-0.019572766,0.18279447
24,0,-14,-0.04016975,-0.019523622,0.18281873
26,0,-14,-0.041474693,-0.019392097,0.18258713
28,0,-14,-0.042855483,-0.019170126,0.18233077
30,0,-14,-0.04433148,-0.018923987,0.18198623
32,0,-14,-0.045807485,-0.018677844,0.18164167
34,0,-14,-0.047133673,-0.018567178,0.18114044
-20,2,-14,0.026197474,-0.02078477,0.16940823
-18,2,-14,0.02267727,-0.020939756,0.17129026
-16,2,-14,0.01868892,-0.021019261,0.17309919
-14,2,-14,0.014610282,-0.021128727,0.1749716
-12,2,-14,0.010465175,-0.021378769,0.17683426
-10,2,-14,0.006415328,-0.021556253,0.17859614
-8,2,-14,0.002808738,-0.02155181,0.17982635
-6,2,-14,-0.000941306,-0.021714257,0.18073195
-4,2,-14,-0.004784559,-0.021870837,0.18142821
-2,2,-14,-0.008728595,-0.021991251,0.18195912
0,2,-14,-0.012684766,-0.022109551,0.18235809
2,2,-14,-0.015996426,-0.022270653,0.18262905
4,2,-14,-0.018717222,-0.022142656,0.18281153
6,2,-14,-0.021260379,-0.022042923,0.18287665
8,2,-14,-0.02384291,-0.02175681,0.18295832
10,2,-14,-0.026410285,-0.02161355,0.18321383
12,2,-14,-0.028558826,-0.021724781,0.18329269
14,2,-14,-0.030497998,-0.02184674,0.18336423
16,2,-14,-0.032437168,-0.0219687,0.18343575
18,2,-14,-0.03435073,-0.02200302,0.1834408
20,2,-14,-0.036120888,-0.022119623,0.18341057
22,2,-14,-0.03756359,-0.022151604,0.18347476
24,2,-14,-0.038922008,-0.021998132,0.18341218
26,2,-14,-0.040325783,-0.02178831,0.18316919
28,2,-14,-0.041763846,-0.021601494,0.18281424
30,2,-14,-0.043201894,-0.021414677,0.1824593
32,2,-14,-0.044691246,-0.021266177,0.18204778
34,2,-14,-0.04606268,-0.02106268,0.18159442
-20,4,-14,0.027277151,-0.023030367,0.16916312
-18,4,-14,0.023895489,-0.02319745,0.1710718
-16,4,-14,0.020180326,-0.023404945,0.17296323
-14,4,-14,0.015940977,-0.02365177,0.17487888
-12,4,-14,0.011750527,-0.023893205,0.17676009
-10,4,-14,0.007701692,-0.02400688,0.17848685
-8,4,-14,0.004079958,-0.0240833,0.179737
-6,4,-14,0.000325258,-0.024195477,0.18062003
-4,4,-14,-0.003452111,-0.02426413,0.18142541
-2,4,-14,-0.007306778,-0.024430025,0.18199283
0,4,-14,-0.011244156,-0.02461463,0.18244326
2,4,-14,-0.014788493,-0.024633598,0.18280928
4,4,-14,-0.017574063,-0.024536693,0.18301448
6,4,-14,-0.020175776,-0.024423998,0.1831091
8,4,-14,-0.022619326,-0.02446854,0.18331134
10,4,-14,-0.025082484,-0.024338376,0.18351789
12,4,-14,-0.027179057,-0.024306735,0.18366672
14,4,-14,-0.029144205,-0.024350546,0.1837537
16,4,-14,-0.03115287,-0.024371697,0.18379803
18,4,-14,-0.03312481,-0.024388922,0.18384257
20,4,-14,-0.035026908,-0.0243714,0.18381885
22,4,-14,-0.036510993,-0.02438317,0.1838064
24,4,-14,-0.037976734,-0.024242666,0.18357024
26,4,-14,-0.039449964,-0.02410423,0.18332568
28,4,-14,-0.040908355,-0.023935482,0.18307059
30,4,-14,-0.042375114,-0.023728037,0.18273011
32,4,-14,-0.043853976,-0.023383843,0.18241085
34,4,-14,-0.0451254,-0.023102555,0.18202178
-20,6,-14,0.02821415,-0.02506897,0.16886216
-18,6,-14,0.024736015,-0.025344672,0.1707376
-16,6,-14,0.020960787,-0.025667926,0.17269759
-14,6,-14,0.017083764,-0.026014097,0.17472152
-12,6,-14,0.012953351,-0.026287923,0.17665362
-10,6,-14,0.008890414,-0.026286796,0.17832445
-8,6,-14,0.005146017,-0.026311455,0.17954187
-6,6,-14,0.001470747,-0.026359726,0.18039332
-4,6,-14,-0.002319987,-0.026459914,0.18119785
-2,6,-14,-0.006185183,-0.026651246,0.1817662
0,6,-14,-0.010049319,-0.026827527,0.18227997
2,6,-14,-0.01345032,-0.026639258,0.18274437
4,6,-14,-0.016463345,-0.026457388,0.18306713
6,6,-14,-0.01918472,-0.026444025,0.18336853
8,6,-14,-0.021703778,-0.0265625,0.18361656
10,6,-14,-0.02394121,-0.02669508,0.18375517
12,6,-14,-0.026004346,-0.026696773,0.18389365
14,6,-14,-0.027994648,-0.026623469,0.18402183
16,6,-14,-0.029993398,-0.0265936,0.18411145
18,6,-14,-0.03196822,-0.02663155,0.18417636
20,6,-14,-0.033881493,-0.0266399,0.1841774
22,6,-14,-0.035586495,-0.02663096,0.18392809
24,6,-14,-0.03706867,-0.026497457,0.18368669
26,6,-14,-0.0385419,-0.026359022,0.18344215
28,6,-14,-0.04006338,-0.026270062,0.1831534
30,6,-14,-0.04158647,-0.026034327,0.18287374
32,6,-14,-0.04304738,-0.025656205,0.18256986
34,6,-14,-0.044211056,-0.025376776,0.18220697
-20,8,-14,0.029210275,-0.027292846,0.16855124
-18,8,-14,0.025535194,-0.027579114,0.17040902
-16,8,-14,0.021656755,-0.02792483,0.1724328
-14,8,-14,0.017779723,-0.028271003,0.17445673
-12,8,-14,0.013896046,-0.028443329,0.17639296
-10,8,-14,0.010048901,-0.028387697,0.17808574
-8,8,-14,0.006202322,-0.028472839,0.17931524
-6,8,-14,0.00251208,-0.02855752,0.18014285
-4,8,-14,-0.001222964,-0.028703226,0.18087141
-2,8,-14,-0.005063586,-0.028872468,0.18153958
0,8,-14,-0.00878997,-0.028878044,0.18200396
2,8,-14,-0.012179886,-0.028653277,0.18243535
4,8,-14,-0.015376875,-0.028457146,0.18300779
6,8,-14,-0.018154934,-0.028446773,0.18360807
8,8,-14,-0.020755807,-0.028550107,0.18387333
10,8,-14,-0.023023874,-0.028656313,0.1839996
12,8,-14,-0.024989277,-0.02883582,0.18408744
14,8,-14,-0.026850285,-0.028936356,0.1842281
16,8,-14,-0.028830947,-0.028852722,0.1843485
18,8,-14,-0.03084517,-0.028824816,0.18441115
20,8,-14,-0.032842908,-0.028934814,0.18431796
22,8,-14,-0.03465601,-0.028873395,0.18403666
24,8,-14,-0.036160603,-0.028752252,0.18380316
26,8,-14,-0.037659355,-0.028631447,0.18353271
28,8,-14,-0.03920517,-0.028452497,0.18325575
30,8,-14,-0.04073872,-0.028222673,0.1830035
32,8,-14,-0.042221002,-0.027931824,0.18273288
34,8,-14,-0.043303788,-0.027673589,0.1823675
-20,10,-14,0.030355811,-0.02961695,0.16823368
-18,10,-14,0.0265057,-0.029926276,0.17017692
-16,10,-14,0.022557743,-0.030219324,0.1721796
-14,10,-14,0.018586995,-0.030377388,0.17412475
-12,10,-14,0.014632724,-0.030486612,0.17603128
-10,10,-14,0.010817345,-0.030436827,0.17776556
