P1,P2,P3,thetaX,thetaY,d,pred_x,pred_y,pred_z
14736.8,-8421.1,-14210.5,-0.057182221,-0.008216632,0,-0.001479724,0.013716149,0.168267748
17631.6,-8421.1,-14210.5,-0.068303128,-0.009278043,0.002323947,-0.001800489,0.017319315,0.174426588
20526.3,-8421.1,-14210.5,-0.078142477,-0.00749278,0.002718906,-0.001471711,0.019971531,0.174835831
23421.1,-8421.1,-14210.5,-0.088724766,-0.005219071,0.003159377,-0.001038806,0.022870827,0.175197837
26315.8,-8421.1,-14210.5,-0.100067251,-0.002216863,0.003658067,-0.000447808,0.026038055,0.175517187
29210.5,-8421.1,-14210.5,-0.112258705,0.001707368,0.004226064,0.000350623,0.029514383,0.175777447
32105.3,-8421.1,-14210.5,-0.125370617,0.006692487,0.004874777,0.001399887,0.033339645,0.175952568
35000,-8421.1,-14210.5,-0.139542519,0.013052551,0.00562482,0.002787399,0.037581147,0.176016534
-20000,-5526.3,-14210.5,-0.155728715,0.021275812,0.006542472,0.004656418,0.042563688,0.175904198
-17105.3,-5526.3,-14210.5,0.014893462,-0.020389178,2.35E-05,-0.003674855,-0.003584902,0.169787769
-14210.5,-5526.3,-14210.5,0.021422405,-0.02322422,0,-0.004181609,-0.005150179,0.169544335
-11315.8,-5526.3,-14210.5,0.014946679,-0.023084072,5.32E-05,-0.004164463,-0.003599859,0.169828764
-8421.1,-5526.3,-14210.5,0.005342352,-0.027012185,0,-0.004863272,-0.001284628,0.16969306
-5526.3,-5526.3,-14210.5,-0.001094987,-0.021894428,0.000433882,-0.004000056,0.000266321,0.171107376
-2631.6,-5526.3,-14210.5,-0.00859279,-0.021585713,0.000634453,-0.003969702,0.002100219,0.1716755
263.2,-5526.3,-14210.5,-0.015915995,-0.021377372,0.000843594,-0.003958269,0.003909581,0.172210805
3157.9,-5526.3,-14210.5,-0.023288014,-0.021185269,0.001063872,-0.003950742,0.005749804,0.172720566
6052.6,-5526.3,-14210.5,-0.030849614,-0.020930549,0.001300321,-0.003932965,0.007657751,0.173214946
8947.4,-5526.3,-14210.5,-0.038708663,-0.020543757,0.001556392,-0.003891864,0.009663283,0.173695756
11842.1,-5526.3,-14210.5,-0.055845292,-0.00132012,0.001939919,-0.000253165,0.014054884,0.174147423
14736.8,-5526.3,-14210.5,-0.055722743,-0.01905637,0.002146272,-0.003677494,0.014087157,0.174619972
17631.6,-5526.3,-14210.5,-0.065006016,-0.017804852,0.002490045,-0.003472621,0.016550845,0.175059545
20526.3,-5526.3,-14210.5,-0.07493171,-0.016081818,0.002875059,-0.003173575,0.019225943,0.175477748
23421.1,-5526.3,-14210.5,-0.085564645,-0.013784926,0.003306747,-0.002755802,0.022139729,0.175860884
26315.8,-5526.3,-14210.5,-0.097011827,-0.010710576,0.00377692,-0.002171139,0.025324037,0.176144914
29210.5,-5526.3,-14210.5,-0.1092354,-0.006973063,0.004352339,-0.00143729,0.028819875,0.176488833
32105.3,-5526.3,-14210.5,-0.122459658,-0.001872661,0.004996455,-0.000393106,0.032680033,0.176713551
35000,-5526.3,-14210.5,-0.136750994,0.004511953,0.005740541,0.000966809,0.036959473,0.176831398
-20000,-2631.6,-14210.5,-0.152188946,0.012459583,0.006595511,0.002731653,0.041706447,0.17677551
-17105.3,-2631.6,-14210.5,0,0,0,1.70E-12,2.28E-12,0.169993802
-14210.5,-2631.6,-14210.5,0.024701599,-0.03190451,0.000150123,-0.005773021,-0.005957845,0.169722216
-11315.8,-2631.6,-14210.5,0.018236391,-0.031674478,0.000291441,-0.005758337,-0.00441536,0.170295946
-8421.1,-2631.6,-14210.5,0.010136267,-0.03097143,0.00047066,-0.005664002,-0.00246585,0.17097052
-5526.3,-2631.6,-14210.5,0,0,0,2.42E-11,3.25E-11,0.169993802
-2631.6,-2631.6,-14210.5,0,0,0,2.81E-11,3.77E-11,0.169993802
263.2,-2631.6,-14210.5,-0.012467328,-0.029846786,0.001056901,-0.005563638,0.003077162,0.17272477
3157.9,-2631.6,-14210.5,-0.019817533,-0.029616932,0.001272002,-0.005559077,0.004915971,0.173247911
6052.6,-2631.6,-14210.5,-0.027370106,-0.029333774,0.001502785,-0.005546593,0.006825291,0.173755079
8947.4,-2631.6,-14210.5,-0.035230238,-0.028907793,0.001752367,-0.005509367,0.008834312,0.174248233
11842.1,-2631.6,-14210.5,-0.043501199,-0.028265325,0.002027327,-0.005433566,0.010973753,0.174735302
14736.8,-2631.6,-14210.5,-0.060219649,-0.00204684,0,-0.000368622,0.014440643,0.168107571
17631.6,-2631.6,-14210.5,-0.061587081,-0.026088207,0.002666834,-0.005115061,0.015745596,0.175666046
20526.3,-2631.6,-14210.5,-0.072395214,-0.024669446,0.003041132,-0.004892072,0.018646217,0.176024725
23421.1,-2631.6,-14210.5,-0.082201922,-0.022006645,0.003466644,-0.004420031,0.02135278,0.176514058
26315.8,-2631.6,-14210.5,-0.093637616,-0.019005704,0.003946483,-0.003871632,0.024546691,0.176887483
29210.5,-2631.6,-14210.5,-0.091185403,0.059229973,0.003998076,0.012064615,0.023846668,0.175963813
32105.3,-2631.6,-14210.5,-0.119317363,-0.01012542,0.005126962,-0.002133447,0.031954919,0.177463524
35000,-2631.6,-14210.5,-0.091608617,-0.013508187,0.004992452,-0.002836726,0.024604213,0.180240464
-20000,263.2,-14210.5,-0.149274775,0.004167764,0.006702686,0.000916573,0.041046584,0.177619578
-17105.3,263.2,-14210.5,0,0,0,7.76E-12,1.04E-11,0.169993802
-14210.5,263.2,-14210.5,0,0,0,2.00E-14,2.68E-14,0.169993802
-11315.8,263.2,-14210.5,0,0,0,7.99E-12,1.07E-11,0.169993802
-8421.1,263.2,-14210.5,0,0,0,1.79E-11,2.39E-11,0.169993802
-5526.3,263.2,-14210.5,0,0,0,2.35E-11,3.15E-11,0.169993802
-2631.6,263.2,-14210.5,0,0,0,2.69E-11,3.60E-11,0.169993802
263.2,263.2,-14210.5,0,0,0,2.91E-11,3.90E-11,0.169993802
3157.9,263.2,-14210.5,-0.016097953,-0.037850799,0.001496915,-0.007153867,0.004012895,0.17376396
6052.6,263.2,-14210.5,-0.023638991,-0.037526078,0.001722155,-0.007143273,0.005923229,0.174286969
8947.4,263.2,-14210.5,-0.031501436,-0.037052613,0.001965331,-0.007107264,0.007936392,0.174795462
11842.1,263.2,-14210.5,-0.039757568,-0.036366471,0.002232951,-0.007034091,0.010075199,0.175298717
14736.8,263.2,-14210.5,-0.048512606,-0.035417239,0.002528851,-0.006913385,0.012371734,0.175792421
17631.6,263.2,-14210.5,-0.057888769,-0.034141128,0.002856294,-0.006731329,0.014863623,0.176264575
20526.3,263.2,-14210.5,-0.079235041,-0.000577366,0.003093758,-0.000114705,0.020427222,0.175874341
23421.1,263.2,-14210.5,-0.078581543,-0.030064817,0.003638992,-0.006068506,0.020494821,0.177161771
26315.8,263.2,-14210.5,-0.090056935,-0.02705118,0.004107309,-0.005535832,0.023699444,0.177561074
29210.5,263.2,-14210.5,-0.116223462,-0.025714152,0.005099757,-0.00541259,0.031108115,0.177545719
32105.3,263.2,-14210.5,-0.146144208,-0.03339142,0.007577535,-0.00751347,0.040921573,0.180143726
35000,263.2,-14210.5,-0.130247037,-0.011694096,0.00601624,-0.002525319,0.035472282,0.178524278
-20000,3157.9,-14210.5,-0.146116396,-0.003940778,0.006816712,-0.000869429,0.04031517,0.178457392
-17105.3,3157.9,-14210.5,0,0,0,1.12E-11,1.50E-11,0.169993802
-14210.5,3157.9,-14210.5,0,0,0,2.86E-12,3.84E-12,0.169993802
-11315.8,3157.9,-14210.5,0,0,0,1.13E-11,1.51E-11,0.169993802
-8421.1,3157.9,-14210.5,0,0,0,1.83E-11,2.46E-11,0.169993802
-5526.3,3157.9,-14210.5,0,0,0,2.29E-11,3.07E-11,0.169993802
-2631.6,3157.9,-14210.5,0,0,0,2.59E-11,3.47E-11,0.169993802
263.2,3157.9,-14210.5,0,0,0,2.82E-11,3.79E-11,0.169993802
3157.9,3157.9,-14210.5,-0.001057671,0.00090288,0.001416873,0.000170596,0.00026469,0.174244988
6052.6,3157.9,-14210.5,-0.019611383,-0.045627557,0.001959543,-0.008747692,0.004938792,0.174810933
8947.4,3157.9,-14210.5,-0.027472844,-0.045130674,0.002195908,-0.008716517,0.006955483,0.175335861
11842.1,3157.9,-14210.5,-0.035754681,-0.044437889,0.002455528,-0.008652012,0.00910405,0.175853476
14736.8,3157.9,-14210.5,-0.044539506,-0.043471479,0.002741369,-0.008538474,0.011410613,0.176359062
17631.6,3157.9,-14210.5,-0.053893934,-0.042128632,0.00306052,-0.008355435,0.013899682,0.176857368
20526.3,3157.9,-14210.5,-0.063950249,-0.040439915,0.003418535,-0.008107321,0.016613925,0.177334624
23421.1,3157.9,-14210.5,-0.074666901,-0.038063336,0.003826036,-0.00772381,0.019555993,0.177810121
26315.8,3157.9,-14210.5,-0.086217158,-0.035006273,0.004284392,-0.00719943,0.022781731,0.178241518
29210.5,3157.9,-14210.5,-0.098730618,-0.031147098,0.004815626,-0.006504422,0.026349096,0.178642196
32105.3,3157.9,-14210.5,-0.112188487,-0.026180593,0.005414706,-0.005560457,0.030266256,0.178953865
35000,3157.9,-14210.5,-0.148707899,0.019612398,0.005909543,0.00421979,0.040180833,0.175302472
-20000,6052.6,-14210.5,-0.142701966,-0.011867712,0.006945677,-0.002627546,0.039515357,0.179314922
-17105.3,6052.6,-14210.5,0,0,0,1.31E-11,1.76E-11,0.169993802
-14210.5,6052.6,-14210.5,0,0,0,6.32E-12,8.48E-12,0.169993802
-11315.8,6052.6,-14210.5,0,0,0,1.30E-11,1.75E-11,0.169993802
-8421.1,6052.6,-14210.5,0,0,0,1.87E-11,2.51E-11,0.169993802
-5526.3,6052.6,-14210.5,0,0,0,2.26E-11,3.03E-11,0.169993802
-2631.6,6052.6,-14210.5,0,0,0,2.52E-11,3.37E-11,0.169993802
263.2,6052.6,-14210.5,0,0,0,2.72E-11,3.64E-11,0.169993802
3157.9,6052.6,-14210.5,0,0,0,2.89E-11,3.87E-11,0.169993802
6052.6,6052.6,-14210.5,-0.015201384,-0.053736998,0.002219482,-0.010382264,0.003848704,0.175334724
8947.4,6052.6,-14210.5,-0.023067882,-0.053199451,0.002448494,-0.010351637,0.005870786,0.175878605
11842.1,6052.6,-14210.5,-0.031357068,-0.052481126,0.002700049,-0.010291204,0.008024955,0.176415497
14736.8,6052.6,-14210.5,-0.025303099,0.018329177,0.00369309,0.003708046,0.006649632,0.180583939
17631.6,6052.6,-14210.5,-0.049545876,-0.050154617,0.0032885,-0.010012337,0.012839976,0.17746664
20526.3,6052.6,-14210.5,-0.059598916,-0.04839351,0.003637825,-0.00976228,0.01555647,0.177978181
23421.1,6052.6,-14210.5,-0.070359479,-0.0460271,0.004028457,-0.009392807,0.0185092,0.178464708
26315.8,6052.6,-14210.5,-0.081974733,-0.043001051,0.004475533,-0.008890454,0.021752986,0.178928656
29210.5,6052.6,-14210.5,-0.094525762,-0.039123922,0.004987844,-0.008208662,0.025326923,0.179352567
32105.3,6052.6,-14210.5,-0.108088337,-0.034186105,0.005578612,-0.007292958,0.029274437,0.179720208
35000,6052.6,-14210.5,-0.122760202,-0.027902633,0.006265883,-0.0060662,0.033652366,0.180011959
-20000,8947.4,-14210.5,-0.120043679,-0.012959712,0.006385267,-0.002827921,0.033041494,0.180985258
-17105.3,8947.4,-14210.5,0,0,0,1.41E-11,1.89E-11,0.169993802
-14210.5,8947.4,-14210.5,0,0,0,8.57E-12,1.15E-11,0.169993802
-11315.8,8947.4,-14210.5,0,0,0,1.40E-11,1.87E-11,0.169993802
-8421.1,8947.4,-14210.5,0,0,0,1.87E-11,2.51E-11,0.169993802
-5526.3,8947.4,-14210.5,0,0,0,2.20E-11,2.95E-11,0.169993802
-2631.6,8947.4,-14210.5,0,0,0,2.46E-11,3.29E-11,0.169993802
263.2,8947.4,-14210.5,0,0,0,2.64E-11,3.54E-11,0.169993802
3157.9,8947.4,-14210.5,0,0,0,2.80E-11,3.75E-11,0.169993802
6052.6,8947.4,-14210.5,0,0,0,2.91E-11,3.90E-11,0.169993802
8947.4,8947.4,-14210.5,-0.018239492,-0.061354385,0.002725775,-0.012035022,0.004667807,0.176421641
11842.1,8947.4,-14210.5,-0.051291354,-0.023230852,0.002729129,-0.004564102,0.013150461,0.176536471
14736.8,8947.4,-14210.5,-0.035340001,-0.059591152,0.003236815,-0.011872317,0.009146644,0.177532431
17631.6,8947.4,-14210.5,-0.044740138,-0.058241591,0.003536442,-0.011708407,0.011653547,0.178078629
20526.3,8947.4,-14210.5,-0.054807534,-0.056443326,0.003872371,-0.011460929,0.014375508,0.17861394
23421.1,8947.4,-14210.5,-0.065630809,-0.054102107,0.004253267,-0.011109391,0.017347103,0.179136228
26315.8,8947.4,-14210.5,-0.07733888,-0.051267353,0.004682951,-0.010659428,0.020613721,0.179611244
29210.5,8947.4,-14210.5,-0.089907013,-0.047213069,0.005183847,-0.009958256,0.024193934,0.180095802
32105.3,8947.4,-14210.5,-0.097796204,0.034222762,0.003578712,0.00689285,0.025374411,0.175041163
35000,8947.4,-14210.5,-0.118671672,-0.035976456,0.006435651,-0.007856563,0.032662385,0.180826094
-20000,11842.1,-14210.5,-0.131246947,-0.028555477,0.007113057,-0.006350759,0.036558274,0.18124124
-17105.3,11842.1,-14210.5,0,0,0,1.48E-11,1.98E-11,0.169993802
-14210.5,11842.1,-14210.5,0,0,0,9.49E-12,1.27E-11,0.169993802
-11315.8,11842.1,-14210.5,0,0,0,1.43E-11,1.92E-11,0.169993802
-8421.1,11842.1,-14210.5,0,0,0,1.85E-11,2.49E-11,0.169993802
-5526.3,11842.1,-14210.5,0,0,0,2.17E-11,2.91E-11,0.169993802
-2631.6,11842.1,-14210.5,0,0,0,2.39E-11,3.20E-11,0.169993802
263.2,11842.1,-14210.5,0,0,0,2.56E-11,3.43E-11,0.169993802
3157.9,11842.1,-14210.5,0,0,0,2.72E-11,3.64E-11,0.169993802
6052.6,11842.1,-14210.5,0,0,0,2.85E-11,3.82E-11,0.169993802
8947.4,11842.1,-14210.5,0,0,0,2.92E-11,3.92E-11,0.169993802
11842.1,11842.1,-14210.5,-0.021216526,-0.068879041,0.003265043,-0.013726759,0.005490932,0.177548011
14736.8,11842.1,-14210.5,-0.030064362,-0.067901309,0.003518669,-0.013635564,0.007824269,0.178109251
17631.6,11842.1,-14210.5,-0.039452062,-0.06647077,0.003810686,-0.013465245,0.010332217,0.178699328
20526.3,11842.1,-14210.5,-0.049553478,-0.064660022,0.004134467,-0.013224543,0.013065953,0.179265929
23421.1,11842.1,-14210.5,-0.06040954,-0.062329891,0.004501606,-0.012885754,0.016047956,0.179821024
26315.8,11842.1,-14210.5,-0.072123484,-0.059318704,0.004918439,-0.012411992,0.019318456,0.180351094
29210.5,11842.1,-14210.5,-0.08478997,-0.055470569,0.005400491,-0.011767408,0.022922476,0.180858847
32105.3,11842.1,-14210.5,-0.098547453,-0.050540432,0.005959381,-0.010890778,0.026919943,0.181321274
35000,11842.1,-14210.5,-0.113486256,-0.044340736,0.006614161,-0.009728076,0.031366764,0.181719675
-20000,14736.8,-14210.5,-0.129694135,-0.036509564,0.007370067,-0.008173708,0.036314012,0.181979863
-17105.3,14736.8,-14210.5,0,0,0,1.51E-11,2.02E-11,0.169993802
-14210.5,14736.8,-14210.5,0,0,0,1.06E-11,1.42E-11,0.169993802
-11315.8,14736.8,-14210.5,0,0,0,1.43E-11,1.92E-11,0.169993802
-8421.1,14736.8,-14210.5,0,0,0,1.82E-11,2.44E-11,0.169993802
-5526.3,14736.8,-14210.5,0,0,0,2.04E-11,2.73E-11,0.169993802
-2631.6,14736.8,-14210.5,0,0,0,2.31E-11,3.10E-11,0.169993802
263.2,14736.8,-14210.5,0,0,0,2.49E-11,3.33E-11,0.169993802
3157.9,14736.8,-14210.5,0,0,0,2.64E-11,3.55E-11,0.169993802
6052.6,14736.8,-14210.5,0,0,0,2.76E-11,3.70E-11,0.169993802
8947.4,14736.8,-14210.5,0,0,0,2.87E-11,3.85E-11,0.169993802
11842.1,14736.8,-14210.5,0,0,0,2.95E-11,3.96E-11,0.169993802
14736.8,14736.8,-14210.5,-0.051283696,-0.026943314,0.003440016,-0.005408002,0.013365143,0.178574802
17631.6,14736.8,-14210.5,-0.052141444,-0.021501908,0.003718062,-0.004352279,0.013679446,0.179465526
20526.3,14736.8,-14210.5,-0.043752251,-0.073080247,0.004427177,-0.015066195,0.011602158,0.179932466
23421.1,14736.8,-14210.5,-0.054631794,-0.070776612,0.00478065,-0.014742197,0.0145931,0.180527516
26315.8,14736.8,-14210.5,-0.066375796,-0.06778304,0.005181647,-0.014282584,0.017873081,0.181101278
29210.5,14736.8,-14210.5,-0.079123002,-0.063935212,0.005643679,-0.01364976,0.021497586,0.181648719
32105.3,14736.8,-14210.5,-0.092942691,-0.059070209,0.006181454,-0.012802036,0.025508894,0.182159081
35000,14736.8,-14210.5,-0.107979557,-0.052856597,0.006810108,-0.011654435,0.029975542,0.182606269
-20000,17631.6,-14210.5,-0.1243108,-0.045100207,0.007554476,-0.010144225,0.034959335,0.182967521
-17105.3,17631.6,-14210.5,0,0,0,1.52E-11,2.04E-11,0.169993802
-14210.5,17631.6,-14210.5,0,0,0,1.06E-11,1.42E-11,0.169993802
-11315.8,17631.6,-14210.5,0,0,0,1.43E-11,1.92E-11,0.169993802
-8421.1,17631.6,-14210.5,0,0,0,1.78E-11,2.39E-11,0.169993802
-5526.3,17631.6,-14210.5,0,0,0,2.12E-11,2.84E-11,0.169993802
-2631.6,17631.6,-14210.5,0,0,0,2.29E-11,3.07E-11,0.169993802
263.2,17631.6,-14210.5,0,0,0,2.43E-11,3.25E-11,0.169993802
3157.9,17631.6,-14210.5,0,0,0,2.56E-11,3.43E-11,0.169993802
6052.6,17631.6,-14210.5,0,0,0,2.67E-11,3.58E-11,0.169993802
8947.4,17631.6,-14210.5,0,0,0,2.80E-11,3.76E-11,0.169993802
11842.1,17631.6,-14210.5,0,0,0,2.89E-11,3.88E-11,0.169993802
14736.8,17631.6,-14210.5,0,0,0,2.95E-11,3.96E-11,0.169993802
17631.6,17631.6,-14210.5,-0.027066033,-0.083600655,0.004462776,-0.017239544,0.007176498,0.179982151
20526.3,17631.6,-14210.5,-0.03724241,-0.081789423,0.004753895,-0.017010087,0.009936756,0.180607979
23421.1,17631.6,-14210.5,-0.048176236,-0.079493811,0.005090509,-0.016694487,0.01294483,0.181242363
26315.8,17631.6,-14210.5,-0.059986177,-0.076509844,0.005474141,-0.016245357,0.016244264,0.181863344
29210.5,17631.6,-14210.5,-0.072907149,-0.072755561,0.005921254,-0.01564468,0.019917549,0.182463201
32105.3,17631.6,-14210.5,-0.086672191,-0.067878895,0.006432947,-0.014805664,0.023910451,0.183032722
35000,17631.6,-14210.5,-0.111353382,-0.017609266,0.009515611,-0.004172755,0.032788859,0.191147767
-20000,20526.3,-14210.5,-0.118636993,-0.053843711,0.007736921,-0.012165519,0.03350121,0.183885807
-17105.3,20526.3,-14210.5,0,0,0,1.51E-11,2.02E-11,0.169993802
-14210.5,20526.3,-14210.5,0,0,0,1.08E-11,1.44E-11,0.169993802
-11315.8,20526.3,-14210.5,0,0,0,1.39E-11,1.87E-11,0.169993802
-8421.1,20526.3,-14210.5,0,0,0,1.73E-11,2.32E-11,0.169993802
-5526.3,20526.3,-14210.5,0,0,0,1.99E-11,2.66E-11,0.169993802
-2631.6,20526.3,-14210.5,0,0,0,2.18E-11,2.92E-11,0.169993802
263.2,20526.3,-14210.5,0,0,0,2.35E-11,3.16E-11,0.169993802
3157.9,20526.3,-14210.5,0,0,0,2.49E-11,3.34E-11,0.169993802
6052.6,20526.3,-14210.5,0,0,0,2.62E-11,3.51E-11,0.169993802
8947.4,20526.3,-14210.5,0,0,0,2.72E-11,3.65E-11,0.169993802
11842.1,20526.3,-14210.5,0,0,0,2.83E-11,3.79E-11,0.169993802
14736.8,20526.3,-14210.5,0,0,0,2.91E-11,3.90E-11,0.169993802
17631.6,20526.3,-14210.5,-0.019784326,-0.092587934,0.00484927,-0.019290978,0.005282491,0.180628997
20526.3,20526.3,-14210.5,-0.029960137,-0.090821031,0.005127313,-0.019075963,0.008048367,0.18130577
23421.1,20526.3,-14210.5,-0.041107024,-0.08831412,0.005429977,-0.018712086,0.011114512,0.181949788
26315.8,20526.3,-14210.5,-0.052967479,-0.085563771,0.005825735,-0.018334225,0.014438893,0.182698088
29210.5,20526.3,-14210.5,-0.065675281,-0.081843235,0.006231217,-0.017738396,0.018048683,0.18331617
32105.3,20526.3,-14210.5,-0.080569884,-0.076386188,0.006752865,-0.016797517,0.022367956,0.183998684
35000,20526.3,-14210.5,-0.09486926,-0.071009963,0.007298896,-0.015849047,0.026605731,0.184527125
-20000,23421.1,-14210.5,-0.111526977,-0.06334445,0.007986502,-0.014400153,0.031665109,0.185034969
-17105.3,23421.1,-14210.5,0,0,0,1.48E-11,1.98E-11,0.169993802
-14210.5,23421.1,-14210.5,0,0,0,1.05E-11,1.41E-11,0.169993802
-11315.8,23421.1,-14210.5,0,0,0,1.30E-11,1.74E-11,0.169993802
-8421.1,23421.1,-14210.5,0,0,0,1.65E-11,2.21E-11,0.169993802
-5526.3,23421.1,-14210.5,0,0,0,1.91E-11,2.56E-11,0.169993802
-2631.6,23421.1,-14210.5,0,0,0,2.10E-11,2.81E-11,0.169993802
263.2,23421.1,-14210.5,0,0,0,2.27E-11,3.04E-11,0.169993802
3157.9,23421.1,-14210.5,0,0,0,2.39E-11,3.21E-11,0.169993802
6052.6,23421.1,-14210.5,0,0,0,2.53E-11,3.39E-11,0.169993802
8947.4,23421.1,-14210.5,0,0,0,2.64E-11,3.54E-11,0.169993802
11842.1,23421.1,-14210.5,0,0,0,2.74E-11,3.68E-11,0.169993802
14736.8,23421.1,-14210.5,0,0,0,2.85E-11,3.82E-11,0.169993802
17631.6,23421.1,-14210.5,0,0,0,2.92E-11,3.92E-11,0.169993802
20526.3,23421.1,-14210.5,-0.058068054,-0.031369911,0.003689659,-0.006342387,0.015204112,0.178803224
23421.1,23421.1,-14210.5,-0.03269926,-0.098146561,0.005823233,-0.021006003,0.008902277,0.18265155
26315.8,23421.1,-14210.5,-0.083274327,-0.039122653,0.004228246,-0.008031884,0.021978656,0.178219487
29210.5,23421.1,-14210.5,-0.05761837,-0.091403301,0.00658471,-0.019986924,0.01593747,0.184179201
32105.3,23421.1,-14210.5,-0.071666279,-0.086694668,0.007048388,-0.01920202,0.020005752,0.184880795
35000,23421.1,-14210.5,-0.087006622,-0.080723775,0.007596234,-0.018148143,0.024542716,0.185544034
-20000,26315.8,-14210.5,-0.103676206,-0.073562261,0.00825074,-0.016828888,0.029595047,0.186131592
-17105.3,26315.8,-14210.5,0,0,0,1.45E-11,1.94E-11,0.169993802
-14210.5,26315.8,-14210.5,0,0,0,9.78E-12,1.31E-11,0.169993802
-11315.8,26315.8,-14210.5,0,0,0,1.21E-11,1.62E-11,0.169993802
-8421.1,26315.8,-14210.5,0,0,0,1.53E-11,2.06E-11,0.169993802
-5526.3,26315.8,-14210.5,0,0,0,1.81E-11,2.43E-11,0.169993802
-2631.6,26315.8,-14210.5,0,0,0,2.00E-11,2.68E-11,0.169993802
263.2,26315.8,-14210.5,0,0,0,2.17E-11,2.91E-11,0.169993802
3157.9,26315.8,-14210.5,0,0,0,2.32E-11,3.11E-11,0.169993802
6052.6,26315.8,-14210.5,0,0,0,2.45E-11,3.29E-11,0.169993802
8947.4,26315.8,-14210.5,0,0,0,2.56E-11,3.44E-11,0.169993802
11842.1,26315.8,-14210.5,0,0,0,2.65E-11,3.55E-11,0.169993802
14736.8,26315.8,-14210.5,0,0,0,2.77E-11,3.71E-11,0.169993802
17631.6,26315.8,-14210.5,0,0,0,2.86E-11,3.83E-11,0.169993802
20526.3,26315.8,-14210.5,0,0,0,2.93E-11,3.93E-11,0.169993802
23421.1,26315.8,-14210.5,-0.052929171,-0.027802932,0.005233097,-0.005879723,0.014362711,0.183794946
26315.8,26315.8,-14210.5,-0.073232652,-0.035568849,0.004336899,-0.007327334,0.01941368,0.179511442
29210.5,26315.8,-14210.5,-0.082701019,-0.026944951,0.006417485,-0.005887736,0.022938788,0.185061413
32105.3,26315.8,-14210.5,-0.062586748,-0.096872808,0.007431277,-0.021657599,0.017592276,0.185855371
35000,26315.8,-14210.5,-0.08861038,-0.121907935,0.008768984,-0.028120531,0.025322833,0.185051285
-20000,29210.5,-14210.5,-0.094932017,-0.083585122,0.008563185,-0.019264154,0.027266385,0.187316389
-17105.3,29210.5,-14210.5,0,0,0,1.39E-11,1.86E-11,0.169993802
-14210.5,29210.5,-14210.5,0,0,0,8.25E-12,1.11E-11,0.169993802
-11315.8,29210.5,-14210.5,0,0,0,1.07E-11,1.43E-11,0.169993802
-8421.1,29210.5,-14210.5,0,0,0,1.39E-11,1.86E-11,0.169993802
-5526.3,29210.5,-14210.5,0,0,0,1.68E-11,2.26E-11,0.169993802
-2631.6,29210.5,-14210.5,0,0,0,1.89E-11,2.54E-11,0.169993802
263.2,29210.5,-14210.5,0,0,0,2.08E-11,2.79E-11,0.169993802
3157.9,29210.5,-14210.5,0,0,0,2.23E-11,2.98E-11,0.169993802
6052.6,29210.5,-14210.5,0,0,0,2.35E-11,3.16E-11,0.169993802
8947.4,29210.5,-14210.5,0,0,0,2.46E-11,3.30E-11,0.169993802
11842.1,29210.5,-14210.5,0,0,0,2.57E-11,3.45E-11,0.169993802
14736.8,29210.5,-14210.5,0,0,0,2.68E-11,3.59E-11,0.169993802
17631.6,29210.5,-14210.5,0,0,0,2.76E-11,3.70E-11,0.169993802
20526.3,29210.5,-14210.5,0,0,0,2.86E-11,3.84E-11,0.169993802
23421.1,29210.5,-14210.5,0,0,0,2.94E-11,3.94E-11,0.169993802
26315.8,29210.5,-14210.5,-0.025844514,-0.117254391,0.007110003,-0.025935858,0.007197844,0.184821966
29210.5,29210.5,-14210.5,-0.03817262,-0.108008877,0.007402734,-0.024104658,0.010718059,0.186148551
32105.3,29210.5,-14210.5,-0.058868272,-0.116959587,0.008421986,-0.026773097,0.016805006,0.187065675
35000,29210.5,-14210.5,-0.067660149,-0.101987089,0.008355895,-0.023346669,0.019350397,0.187710074
-20000,32105.3,-14210.5,-0.084649105,-0.094703514,0.008927476,-0.022011953,0.024477416,0.188530765
-17105.3,32105.3,-14210.5,0,0,0,1.28E-11,1.72E-11,0.169993802
-14210.5,32105.3,-14210.5,0,0,0,6.85E-12,9.19E-12,0.169993802
-11315.8,32105.3,-14210.5,0,0,0,8.60E-12,1.15E-11,0.169993802
-8421.1,32105.3,-14210.5,0,0,0,1.22E-11,1.63E-11,0.169993802
-5526.3,32105.3,-14210.5,0,0,0,1.52E-11,2.04E-11,0.169993802
-2631.6,32105.3,-14210.5,0,0,0,1.75E-11,2.35E-11,0.169993802
263.2,32105.3,-14210.5,0,0,0,1.95E-11,2.61E-11,0.169993802
3157.9,32105.3,-14210.5,0,0,0,2.10E-11,2.82E-11,0.169993802
6052.6,32105.3,-14210.5,0,0,0,2.25E-11,3.01E-11,0.169993802
8947.4,32105.3,-14210.5,0,0,0,2.37E-11,3.18E-11,0.169993802
11842.1,32105.3,-14210.5,0,0,0,2.48E-11,3.33E-11,0.169993802
14736.8,32105.3,-14210.5,0,0,0,2.57E-11,3.45E-11,0.169993802
17631.6,32105.3,-14210.5,0,0,0,2.68E-11,3.59E-11,0.169993802
20526.3,32105.3,-14210.5,0,0,0,2.77E-11,3.72E-11,0.169993802
23421.1,32105.3,-14210.5,0,0,0,2.86E-11,3.83E-11,0.169993802
26315.8,32105.3,-14210.5,0,0,0,2.93E-11,3.93E-11,0.169993802
